sample_id	cluster	subtype_label	MCD_overall_score	ferroptosis	cuproptosis	disulfidptosis
TCGA-IB-A5SS-01A-11R-A32O-07	C1	MCD-intermediate	0.385882238121183	0.482634141598507	-0.0818171703556372	0.756829743120678
TCGA-IB-A5ST-01A-11R-A32O-07	C1	MCD-intermediate	0.111082435486917	0.183047986198381	0.187555830709524	-0.0373565104471527
TCGA-IB-A6UF-01A-23R-A33R-07	C1	MCD-intermediate	0.269540927014076	0.0532441485756118	0.426969469764474	0.328409162702142
TCGA-IB-A6UG-01A-32R-A33R-07	C1	MCD-intermediate	-0.114766363130838	-0.14619048149238	-0.0265401188311274	-0.171568489069007
TCGA-IB-A7LX-01A-12R-A36G-07	C1	MCD-intermediate	0.087046072564036	0.287785335538816	-0.35347280675191	0.326825688905202
TCGA-IB-A7M4-01A-11R-A36G-07	C1	MCD-intermediate	0.211419043694413	0.532271654296908	0.134677240785115	-0.0326917639987827
TCGA-IB-AAUM-01A-11R-A37L-07	C3	MCD-high	-0.872835047287967	-1.06422697431605	-0.45210841630136	-1.10216975124649
TCGA-IB-AAUN-01A-12R-A38C-07	C1	MCD-intermediate	-0.148066116024109	-0.214875232998098	-0.335357099545861	0.106033984471631
TCGA-IB-AAUO-01A-12R-A38C-07	C1	MCD-intermediate	-0.225251641798535	0.102039933828703	-0.443516600177505	-0.334278259046802
TCGA-IB-AAUP-01A-11R-A37L-07	C2	MCD-low	0.145810135019313	0.114282100263202	0.268130570977507	0.0550177338172302
TCGA-IB-AAUQ-01A-22R-A41I-07	C1	MCD-intermediate	-0.515990529593754	-0.394077941878886	-0.648495933360141	-0.505397713542235
TCGA-IB-AAUR-01A-21R-A38C-07	C2	MCD-low	-0.0914924018738833	0.101048936311496	-0.132545948305395	-0.242980193627751
TCGA-IB-AAUS-01A-12R-A38C-07	C1	MCD-intermediate	0.0236180580129087	0.356959495501863	-0.166385315592728	-0.119720005870409
TCGA-IB-AAUT-01A-11R-A37L-07	C1	MCD-intermediate	-0.452144989910147	-0.321254654748888	-0.423352134712424	-0.611828180269129
TCGA-IB-AAUU-01A-11R-A37L-07	C1	MCD-intermediate	0.377733777143841	0.408573127090332	-0.0193963045705029	0.744024508911694
TCGA-IB-AAUV-01A-11R-A38C-07	C1	MCD-intermediate	0.396780140537491	0.506665353203234	0.481822323500897	0.201852744908341
TCGA-IB-AAUW-01A-12R-A38C-07	C3	MCD-high	0.537478098066924	0.412956876294879	0.858719747850527	0.340757670055365
TCGA-L1-A7W4-01A-12R-A36G-07	C1	MCD-intermediate	0.484280959018063	0.386426227751521	0.45669096698172	0.609725682320949
