sample_id	StromalScore	ImmuneScore	ESTIMATEScore	TumorPurity	subtype_label
TCGA-2L-AAQE-01A-11R-A39D-07	-60.8529182777816	-83.167520788202	-144.020439065984	0.834348398277425	MCD-intermediate
TCGA-2L-AAQI-01A-12R-A39D-07	-65.1674542976851	-180.492595428907	-245.660049726592	0.842479431460932	MCD-intermediate
TCGA-2L-AAQJ-01A-12R-A39D-07	96.950486309403	360.125676845355	457.076163154758	0.782527896727237	MCD-intermediate
TCGA-2L-AAQL-01A-11R-A38C-07	414.218618037047	523.001413866325	937.220031903372	0.736739807733957	MCD-intermediate
TCGA-2L-AAQM-01A-11R-A39D-07	-748.985304794453	-987.616914323736	-1736.60221911819	0.939347287609851	MCD-low
TCGA-3A-A9I5-01A-11R-A38C-07	-177.374602692919	-202.071713558762	-379.446316251681	0.852895997645727	MCD-intermediate
TCGA-3A-A9I7-01A-21R-A38C-07	648.182102583713	506.109557093323	1154.29165967704	0.714824072499152	MCD-high
TCGA-3A-A9I9-01A-11R-A38C-07	228.911740277887	339.755822330389	568.667562608276	0.772224729787666	MCD-intermediate
TCGA-3A-A9IB-01A-21R-A39D-07	930.58210213823	382.055877365175	1312.63797950341	0.698378238500966	MCD-intermediate
TCGA-3A-A9IC-01A-11R-A38C-07	903.323784745808	214.924375331912	1118.24816007772	0.718513907219272	MCD-intermediate
TCGA-3A-A9IH-01A-12R-A39D-07	-67.7302917813847	-147.758252400857	-215.488544182242	0.840085241479888	MCD-intermediate
TCGA-3A-A9IJ-01A-11R-A39D-07	-1063.86112932058	-1461.28483729255	-2525.14596661314	0.972671273554878	MCD-intermediate
TCGA-3A-A9IL-01A-11R-A38C-07	-275.61455904699	-812.300577010713	-1087.9151360577	0.902484123612967	MCD-low
TCGA-3A-A9IN-01A-11R-A39D-07	185.797746684007	-688.594715974179	-502.796969290173	0.862208705066134	MCD-low
TCGA-3A-A9IO-01A-11R-A38C-07	-1178.54152612211	-1324.87048017657	-2503.41200629868	0.971925581722737	MCD-low
TCGA-3A-A9IR-01A-11R-A38C-07	-1429.60256932153	-1307.30790424652	-2736.91047356805	0.979417646770336	MCD-intermediate
TCGA-3A-A9IS-01A-21R-A39D-07	-1753.7645951295	-1683.41937750121	-3437.18397263071	0.994959293332831	MCD-low
TCGA-3A-A9IU-01A-11R-A39D-07	187.528161970154	-170.537480033175	16.9906819369794	0.821088333796378	MCD-intermediate
TCGA-3A-A9IV-01A-11R-A41B-07	-99.5766134901024	-1204.8745324922	-1304.4511459823	0.915716497361204	MCD-low
TCGA-3A-A9IX-01A-11R-A41B-07	1023.63973965642	1096.96370994911	2120.60344960553	0.608785759358003	MCD-high
TCGA-3A-A9IZ-01A-12R-A41B-07	-247.809445848085	-305.079134784118	-552.888580632203	0.865909982684036	MCD-low
TCGA-3A-A9J0-01A-11R-A41B-07	532.550756788422	76.8880044461552	609.438761234578	0.768408522258923	MCD-intermediate
TCGA-3E-AAAY-01A-11R-A38C-07	884.766133992765	967.947891529431	1852.7140255222	0.639503443951411	MCD-intermediate
TCGA-3E-AAAZ-01A-11R-A38C-07	387.950087682494	-404.480813853028	-16.5307261705343	0.823887040231293	MCD-intermediate
TCGA-F2-6879-01A-11R-2156-07	433.099015002878	-94.815377047097	338.283637955781	0.793265155150534	MCD-high
TCGA-F2-6880-01A-11R-2156-07	-859.001095839725	-907.747058239301	-1766.74815407903	0.940855742067082	MCD-low
TCGA-F2-7273-01A-11R-2156-07	1488.19692633635	1142.5193837487	2630.71631008505	0.547731548740832	MCD-high
TCGA-F2-7276-01A-11R-2156-07	1128.65581420203	1023.23832652298	2151.89414072502	0.60513547671523	MCD-high
TCGA-F2-A44G-01A-11R-A26U-07	399.374308585531	232.13338764101	631.507696226542	0.766331367999798	MCD-intermediate
TCGA-F2-A44H-01A-11R-A26U-07	1259.11879775197	838.073902625763	2097.19270037774	0.611508395634935	MCD-low
TCGA-F2-A7TX-01A-33R-A38C-07	257.319066224189	832.302399498622	1089.62146572281	0.721430145370953	MCD-high
TCGA-F2-A8YN-01A-11R-A37L-07	285.73569077665	107.534275302981	393.269966079631	0.788324912174512	MCD-low
TCGA-FB-A4P5-01A-11R-A26U-07	1175.14379033323	1649.63158400912	2824.77537434236	0.523679952138694	MCD-low
TCGA-FB-A4P6-01A-12R-A26U-07	487.991256696769	522.46315527066	1010.45441196743	0.729428511730114	MCD-high
TCGA-FB-A545-01A-11R-A26U-07	-195.284544134518	-874.758617982038	-1070.04316211656	0.901351060992799	MCD-intermediate
TCGA-FB-A5VM-01A-11R-A32O-07	534.815423602748	945.11901292175	1479.9344365245	0.68059315283472	MCD-intermediate
