feature	statistic	df	p_value	p_adj_BH
StromalScore	29.40215189605	2	4.12480894740458e-07	1.64992357896183e-06
ImmuneScore	13.2439502647529	2	0.00133079984222501	0.00133079984222501
ESTIMATEScore	22.8731412283463	2	1.07934551282577e-05	1.43912735043436e-05
TumorPurity	22.8731412283464	2	1.07934551282571e-05	1.43912735043436e-05
