feature	statistic	df	p_value	p_adj_BH
Treg_Signature	21.7675006184509	2	1.87606248152206e-05	0.000123899529877919
Tcell_Exhaustion	20.7646678496467	2	3.09748824694798e-05	0.000123899529877919
IFN_Gamma_Response	19.9084376238735	2	4.75267041655136e-05	0.000126737877774703
Tcell_Activation	19.0579382765035	2	7.271454401169e-05	0.00014542908802338
Chemokine_Recruitment	18.246499474392	2	0.000109099555737988	0.000174559289180781
CAF_Stromal_Activation	17.2838138524234	2	0.000176549913380743	0.000235399884507657
Cytolytic_Activity	8.01254923114823	2	0.0182010750934722	0.0208012286782539
Antigen_Presentation	6.14274099452973	2	0.0463575783673213	0.0463575783673213
