item	value
"selected_file_exists"	"TRUE"
"n_rows_raw"	"5"
"n_cols_raw"	"3"
"required_columns_ok"	"FALSE"
"missing_columns_after_mapping"	"SNP,effect_allele,other_allele,beta,se,pval,eaf"
