gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
TAPT1	-0.34681309082824	4.72649449267393	-4.61887819420295	7.38859257400255e-06	0.000316450683428761	3.39359445495653
TXNDC17	0.556445008773035	5.05115554886368	4.61816604031859	7.41125134577127e-06	0.000316834419824395	3.38957895764056
LINC02693	-0.716861007579784	3.20559470090305	-4.61717376611178	7.44293452897367e-06	0.000317601826173622	3.47968205158537
CDC42EP5	1.09288467739985	4.60697572927626	4.61606175883704	7.47859597301786e-06	0.000318535852051486	3.42000855905588
DDHD1	-0.483699546855051	3.9353109813603	-4.61473653225337	7.52131043898361e-06	0.000319131839101089	3.43156550604345
ANGEL1	-0.545676780217059	4.8027737241753	-4.61441376263491	7.5317494620219e-06	0.000319131839101089	3.36315530974947
CUBN	-0.717885650504432	1.12578091426602	-4.61403479824666	7.54402376877524e-06	0.000319131839101089	3.46154119355156
RADX	-1.17279609297149	1.83617307072599	-4.61391886469764	7.54778260067e-06	0.000319131839101089	3.48170500082145
MBLAC2	-0.519501499872871	2.24882346420693	-4.61239206419187	7.59745378586637e-06	0.000320645823283791	3.47621980205273
COQ10A	-0.54573475941011	2.66026959625391	-4.60972577998452	7.68495239556201e-06	0.000323747867039268	3.46328609393451
KCNN3	-0.901965391257815	2.3553381722966	-4.60730745230172	7.76515353455671e-06	0.000326531765358595	3.45763186471168
CASC8	1.74082949365188	0.603676066402672	4.60430516081238	7.86584441127274e-06	0.000329600199568848	3.37253322653554
MKRN2OS	1.04767758523435	1.52474960503927	4.60428202193505	7.8666253096681e-06	0.000329600199568848	3.41527458454016
ANKRD22	1.65736120737151	4.48875594078364	4.60244169788504	7.92897310456278e-06	0.000330929236076634	3.40711038077745
AC090579.1	1.02068436284082	-2.89425124057144	4.60218893223659	7.937573596907e-06	0.000330929236076634	2.98930485977309
AC024941.2	1.2178871824976	-1.63526821882498	4.60172934933194	7.95323420908255e-06	0.000330929236076634	3.21353174096126
FBXO33	-0.33329875983974	3.79459764696411	-4.60166058261249	7.95558004404222e-06	0.000330929236076634	3.3915001155146
ATP1B2	-1.07243708345544	1.60798346071346	-4.60079620742024	7.98512336836363e-06	0.00033156181914455	3.42660656702739
FAM136A	0.382362762610304	5.10494600342005	4.59992167512592	8.0151214718401e-06	0.000331607742039143	3.30740179329484
ZNF527	-0.376351000726357	2.09307972706677	-4.59935827417896	8.03450469189535e-06	0.000331607742039143	3.42383135442226
EMP2	0.69473108412365	6.37432076988871	4.59919255843175	8.04021456380358e-06	0.000331607742039143	3.26938006336871
VPS72	0.357899587893915	5.36720458444613	4.59909490620426	8.04358108284155e-06	0.000331607742039143	3.28957711623682
AC079089.1	-1.40600140578138	-2.87318655889823	-4.59405507406706	8.21918398476194e-06	0.000338244283273264	3.16525772433465
GTF2IRD1	0.539023379442718	5.25061262360972	4.59061050047641	8.34132304220077e-06	0.000342660957939644	3.2663488042248
ST8SIA5	-1.22077289703254	-2.01587367848886	-4.58946079407614	8.38247780037414e-06	0.000343741040012505	3.2382218296104
FHL1	-0.946100335622085	5.22109944613013	-4.58784229361867	8.44074528034175e-06	0.000344932613781667	3.23691517789639
LRFN4	0.999956411134411	3.57540480399167	4.58782517384749	8.44136368905324e-06	0.000344932613781667	3.35995037429988
ESR1	-0.994625317622143	1.34562668979896	-4.58728399006779	8.46093511731278e-06	0.000345122587995079	3.36418283116292
ADGRF3	-1.07183059900595	-0.351695838140722	-4.58673941340999	8.48067338867975e-06	0.000345318686854551	3.31521109886979
TTLL4	0.442279669836875	4.63130341659919	4.58566199848436	8.51985530992665e-06	0.000346304417588723	3.28734643742986
RAB25	1.23572953662663	6.67832644766391	4.58403589918616	8.57932156874503e-06	0.000348109735512167	3.2113622678557
TTK	1.13500684788682	2.0695807440828	4.5827620687599	8.62618460991456e-06	0.000349398244585121	3.34562803967635
MRPS6	0.610504037156971	4.23691914356924	4.5811450298979	8.68602941316332e-06	0.000351207147321051	3.29869880106536
FKBP11	-0.769508498945462	4.58865399098043	-4.58047137881474	8.71107837258793e-06	0.000351605271555347	3.22407547239889
S100P	2.77371252333701	6.75505464897957	4.57996872046194	8.72981449562528e-06	0.000351747647482267	3.23221642153851
KCNT2	-0.963285247084348	0.959857162876567	-4.5779766939865	8.8044480571436e-06	0.000354137868983682	3.31503113648188
CLTB	0.728503784311132	7.47267555100128	4.57676802643723	8.85003149228335e-06	0.000355353347835988	3.19133959036785
PHF24	-1.24829457168066	-1.17295641306274	-4.57504657134144	8.91534688954096e-06	0.00035595590306872	3.235356085861
SEPTIN7P2	-0.429779950650318	2.80428715515933	-4.57491897393233	8.92020663359643e-06	0.00035595590306872	3.32321600975475
TYW3	-0.359228141433905	4.04222205231459	-4.5744032963754	8.9398730255382e-06	0.00035595590306872	3.26531886993467
PTGER3	-1.11031054828555	2.61113340537603	-4.57402652948226	8.95426818939935e-06	0.00035595590306872	3.32479691760861
ZNF56	-0.462223819666783	-0.432196602512726	-4.57395573952091	8.95697535866767e-06	0.00035595590306872	3.25741199544554
SLC22A17	-1.1205030817415	4.91448323868349	-4.57394510270725	8.95738220278428e-06	0.00035595590306872	3.17894450214278
SHANK3	-0.635810662632753	4.75998959428979	-4.57306253037663	8.99120153799302e-06	0.00035668697970961	3.19360955579657
MRPL13	0.487720895661382	4.68724264641708	4.57185379057671	9.03771900210835e-06	0.000357918433357469	3.22954717130114
PRDX1	0.514197403480808	7.11799022704447	4.57111900194435	9.06611004167085e-06	0.000358186720814268	3.15714042561116
BFAR	0.43172268789207	6.33379760549135	4.57087730049363	9.0754677618973e-06	0.000358186720814268	3.15226554526491
MOV10	0.371530116817344	5.69960306255064	4.56993667085674	9.11197386759996e-06	0.000359014874974194	3.15968259389515
ZNF582	-0.785913673491392	0.27133828102371	-4.56934459769432	9.13502491119284e-06	0.000359310979840252	3.26282029037291
SHARPIN	0.438586651355545	6.00454840158441	4.56854327472939	9.1663121237939e-06	0.000359929485227683	3.14474180115971
HDAC2-AS2	0.605312489821971	-1.03694178636463	4.56754050952906	9.2056099979664e-06	0.000360859911920283	3.17046189283812
TSPAN7	-1.31319722180593	3.41912975610258	-4.56686242520871	9.23227573088724e-06	0.000361081311815254	3.25417354178547
FAM189B	0.428257643765534	5.03199641093172	4.56660337453369	9.24248255770625e-06	0.000361081311815254	3.17556035694776
TRIM21	0.55120279196982	4.58293486591526	4.56366408554752	9.35905731969992e-06	0.000365019018027015	3.21175879874167
C1orf116	0.982797922738038	6.56327838634151	4.56276118580387	9.39515062428997e-06	0.000365718578325602	3.12449068067459
SNX25	-0.402504454741901	3.96268993050314	-4.56242510574176	9.40861959978093e-06	0.000365718578325602	3.2182231701555
TBC1D10B	0.253290698685127	6.04552772974931	4.56180571838964	9.4334913424329e-06	0.000366070113704343	3.11556645320534
MAPKBP1	-0.436690517963675	3.97856838273901	-4.56125006462138	9.45585772820695e-06	0.000366290513049852	3.21309369684095
KCNK12	-0.929364212524922	-0.866541302146501	-4.56074060965753	9.47640938828351e-06	0.000366290513049852	3.20165710879923
IL17RE	1.10079409693665	4.63690559646935	4.56048632227369	9.48668355745683e-06	0.000366290513049852	3.20893459618167
ETFBKMT	-0.431052965316808	1.91833348756103	-4.55968471412184	9.51914183032835e-06	0.000366678340297371	3.26821531249052
UBALD2	0.603508197620064	6.29412212968432	4.55909414831208	9.54312310891892e-06	0.000366678340297371	3.10522877640836
ZNF181	-0.481296521254645	3.05823096403323	-4.55906542568527	9.54429093994367e-06	0.000366678340297371	3.25677999032076
RNF135	0.530677979487869	4.42404970577241	4.55527965523981	9.69942715797681e-06	0.000371662564342005	3.18478406887975
PHF21B	-1.53793662040782	-1.31915808615318	-4.55484503796497	9.71739190195565e-06	0.000371662564342005	3.16476984939032
SLC7A2	-1.25935257094053	5.03440719779755	-4.55472800200179	9.7222350149997e-06	0.000371662564342005	3.10670633229218
ACACB	-0.769317206909849	5.07049235909997	-4.55373634287452	9.76336468711736e-06	0.000372618974395462	3.1027470831017
KDR	-0.696964756707272	4.64864530393316	-4.54965071155092	9.93459341479727e-06	0.000378529285827728	3.12062601119463
BTBD11	-1.2858103529065	1.73244811348838	-4.54756065530452	1.00233022847241e-05	0.00038078070613859	3.22377743531596
EFHD2	0.669872199288472	7.46005715060729	4.54748305356826	1.00266106035283e-05	0.00038078070613859	3.07279258578278
HENMT1	0.895370150485828	3.36156238307444	4.54326010796232	1.0208237766546e-05	0.000387042824696188	3.20390290939874
DNM2	0.49085164916583	7.81508414765532	4.54163007448112	1.02791889806515e-05	0.000388928689726625	3.05951776583397
ABHD15	-0.563563014298475	4.43454599199029	-4.54134582686913	1.02916100878889e-05	0.000388928689726625	3.09031322235128
TMEM171	1.52855756255103	2.0896338868617	4.54088488819355	1.03117830062098e-05	0.000389055330126625	3.18214608384012
GPRASP2	-0.743005926414403	3.46660994433945	-4.53966187239632	1.03654928586156e-05	0.000389402773446377	3.15697130646983
ZHX3	-0.516882752560102	4.88078000336318	-4.53961644783271	1.03674928996039e-05	0.000389402773446377	3.06337934898666
DCK	-0.454509682213558	4.28606334125286	-4.53952540928831	1.03715024404604e-05	0.000389402773446377	3.10513373866644
BLACAT1	2.10960479549964	3.14690161961294	4.53618425283052	1.05196919007012e-05	0.000394326473710564	3.1800306727335
RAI2	-0.736130844253099	4.38205454859748	-4.53555822277083	1.05476839350403e-05	0.000394735977426556	3.07625049780016
PSMB4	0.377936476843796	7.53436479666391	4.53457733789727	1.05916870760382e-05	0.000395742388844285	3.02459965453007
IFNGR2	0.504847870089156	6.38412122882409	4.53382352348867	1.06256237558372e-05	0.000396249524428729	3.00346327348913
H3-3A	0.412757651010214	4.78404845793748	4.53351539328063	1.06395258850848e-05	0.000396249524428729	3.07065225976229
SLC38A4	-1.80157459676153	1.79938089068457	-4.53216173673509	1.07008075231005e-05	0.000397891119604932	3.16513352480979
ZNF25	-0.443793529297492	3.8285929973621	-4.53154110613192	1.07290177089458e-05	0.000397922403606609	3.10810054275303
TBL1XR1	0.349042094236522	6.92535861505779	4.53138643422126	1.07360593155709e-05	0.000397922403606609	2.99529453948014
METTL7A	-0.796194194434984	6.56700482842498	-4.5308072320634	1.07624676758408e-05	0.000398262963850954	2.99233602761761
SMS	0.411926692002057	6.29800739855706	4.5288559574364	1.08518958983504e-05	0.000400150270760894	2.98334948936618
ADAMTSL3	-1.10019200878139	2.76979550996398	-4.52866716413251	1.08605862839086e-05	0.000400150270760894	3.14709971388223
RMI2	0.937806529414549	3.02236521751259	4.52856321590774	1.08653740071706e-05	0.000400150270760894	3.15038739690961
TBILA	1.21115116211994	1.06523204352683	4.52753693583641	1.09127523679101e-05	0.000401223260754819	3.11106031455259
KRT18P28	1.19283426135682	-2.92801249738325	4.52718155166267	1.09292050447741e-05	0.000401223260754819	2.71513663238638
LDB2	-0.666115832079078	4.00622345956647	-4.52680198786844	1.09468035028848e-05	0.000401232442812551	3.07514553182395
CDR2L	0.790693002260693	5.70911093617184	4.52542540939901	1.10108576913668e-05	0.000402941640325839	2.99172834119067
ZNF407	-0.376451633103502	3.68245109490071	-4.5250248516822	1.10295638985461e-05	0.000402988552678633	3.09613154797198
RMDN3	0.372309504862026	5.54123949724335	4.5245306565951	1.10526851725375e-05	0.000403196376451808	2.98595366205042
TMEM92-AS1	1.19727786325991	-0.329085138682894	4.52414809520399	1.10706156196015e-05	0.000403214485118337	3.04436606605019
FAM169A	-1.09239367592325	0.673704748015762	-4.5235568701388	1.10983811153353e-05	0.000403590186219301	3.10274180518856
WSCD1	-0.912420169930348	2.35571998023018	-4.51758691730754	1.13825283642467e-05	0.000413273337532649	3.10746589560199
YWHAZ	0.538545590033884	9.65105766964551	4.51699665051991	1.14110002584168e-05	0.000413575271792409	3.01589904788296
SH2D4A	1.08479275788764	5.10182863532519	4.51667367110803	1.14266083827114e-05	0.000413575271792409	3.00687362311152
MCU	0.7527052105332	5.86690987775642	4.51603991038981	1.14572949012491e-05	0.000414037994493888	2.95003963241419
CEP55	1.34359966137172	3.49655702265145	4.51507751808816	1.15040454170361e-05	0.00041507888050735	3.09569089709862
RAB9B	-0.911128412714303	0.96155611586521	-4.51344001730594	1.15840132806873e-05	0.000417313176255042	3.07238016499398
TTLL9	-1.06270978457072	-1.16845981560155	-4.51232800293083	1.16386236254003e-05	0.000418628440448303	3.00844473870958
CASP6	0.560558135134337	4.28037667153675	4.51135153867722	1.1686781454024e-05	0.000419707890479298	3.02285744389364
LPCAT4	0.914714391732287	6.77131906950969	4.50985239082282	1.17610907704121e-05	0.000421721716803243	2.91070966144984
IFIT3	1.04472162629052	5.07990961309638	4.50926122723396	1.17905182401341e-05	0.000422122454888267	2.98851785424695
LAMB3	1.71001239431734	8.54898708367856	4.50869074323882	1.18189834888173e-05	0.000422181251530215	2.93406312422787
KNOP1	0.418347230412569	3.67095721856285	4.50849693822518	1.18286687561216e-05	0.000422181251530215	3.04733585195684
PDZD4	-1.04440079234285	2.83187062726012	-4.50765144306683	1.18710112039749e-05	0.000423039671996197	3.05087624653292
PTPRK	0.560891424249242	6.81079624196873	4.50535234014709	1.19868894051459e-05	0.000426202943663529	2.88980527577202
PFDN6	0.434485063165265	4.84342673519074	4.50502371587297	1.20035412212384e-05	0.000426202943663529	2.94346827566769
LYRM9	-0.570988133644202	2.10092273432168	-4.50479663905565	1.20150605010646e-05	0.000426202943663529	3.05960090914875
NFKBIB	0.495324281657527	4.9826192994001	4.50355243863486	1.20783660891491e-05	0.000427792420995162	2.92941509265978
PKP4	0.371464047822954	6.48939794897169	4.50174152300787	1.21710803905072e-05	0.000430003986672793	2.87428400889442
SNAP91	-1.58511695630339	1.01397549078411	-4.50131652339615	1.21929383201598e-05	0.000430003986672793	3.03502778394325
PPP2R2B	-1.05469731918369	1.93963357872675	-4.50124569192757	1.21965848866029e-05	0.000430003986672793	3.04569886006372
ARHGAP27	0.788213157881746	6.12868445549705	4.5007002597426	1.22247001656656e-05	0.000430339216790738	2.87736466596999
PDCD10	0.413750530370011	5.0546630905807	4.49926803894708	1.22988237824413e-05	0.000431211514444173	2.91739825372078
UNC119B	-0.580114424712839	4.56046830799427	-4.49916814804362	1.23040096718615e-05	0.000431211514444173	2.92332926841552
ARF1	0.31634832113507	9.09268001756825	4.49914111763556	1.23054133315961e-05	0.000431211514444173	2.9341666832322
AC092287.1	1.01887881760322	-2.28531388480282	4.49811801698261	1.23586552826606e-05	0.000431931407896871	2.75753680336234
RNF181	0.450118242399366	5.75509977570319	4.498020212796	1.23637565857607e-05	0.000431931407896871	2.86933315303877
STN1	0.472660230871704	5.06573434243567	4.49767106871922	1.23819838911979e-05	0.000431931407896871	2.90594510658643
BLOC1S6	-0.30403661641729	5.60636642591417	-4.49698000968924	1.24181373734963e-05	0.000432358849829573	2.86306123558659
ZDHHC7	0.593129196896558	6.75033781231275	4.49656903923553	1.24396858719123e-05	0.000432358849829573	2.85552250919196
EPB41L1	0.609106615993448	6.93374376061015	4.49602227250458	1.2468410390737e-05	0.000432358849829573	2.85465865496273
MELK	1.32709481174757	2.80630983696654	4.49601079833424	1.24690138722036e-05	0.000432358849829573	3.02519749077988
AC005256.1	1.97901803070797	-2.68651152083023	4.4949307495607	1.25259448145096e-05	0.000433613418678049	2.65820756750479
SGTB	-0.589232364350756	3.01021289807781	-4.49461393712342	1.25426918495164e-05	0.000433613418678049	3.00922255856476
ACTN4	0.581666744166711	9.35536056085046	4.49251925950769	1.26539620634676e-05	0.000436807215826684	2.9099955621907
SEZ6L	-2.08893125066848	2.1378376052212	-4.49199567743606	1.26819230059198e-05	0.000437119992967083	3.00626644436149
SCOC-AS1	-0.760983422878841	-0.965523834337835	-4.49031873863104	1.27718775374424e-05	0.000439565451913641	2.93267897388228
PDZD11	0.379755373627071	5.01696102317566	4.48435505434412	1.30967823885323e-05	0.000449774582984547	2.85224716007295
CYLD	-0.370521538687903	5.76493576636871	-4.48416248184167	1.31074052633857e-05	0.000449774582984547	2.80680480598111
AC243562.2	-1.08079005421358	-1.35030963906724	-4.48336264803758	1.31516152689324e-05	0.000450623048799806	2.8917966862531
CNOT11	0.35280081377299	5.81772901495159	4.48246907183674	1.32011764539073e-05	0.000451652084357943	2.80654218560893
GIHCG	-0.827096914777379	1.60006174338012	-4.48176711092566	1.324023588219e-05	0.000452319313860105	2.96905118457438
BAK1	0.596516532655442	4.84596428705452	4.48093044628069	1.32869359112279e-05	0.000453245212027843	2.85974308036995
DTYMK	0.530852835058579	4.34414007541312	4.47852302103703	1.34221965718562e-05	0.000457184922406319	2.87707093318939
SYNRG	-0.337304277513182	5.60382874510735	-4.47582649055033	1.35752732738654e-05	0.000461719000408764	2.77807163469675
GPX1	0.518187328410874	7.81816823323356	4.47309581397722	1.3731999083813e-05	0.000464374695240686	2.78994537265657
SMAGP	0.983656537863247	4.51112578636608	4.47271941718695	1.37537381984053e-05	0.000464374695240686	2.86898288957967
NDST1	-0.497746192082671	6.53786310498997	-4.4726843043862	1.37557678551084e-05	0.000464374695240686	2.75866261839577
USP30	-0.441840896679263	3.76859731075073	-4.47231343249749	1.37772232949214e-05	0.000464374695240686	2.87607519774344
EVPL	1.60935288249355	5.80058924900588	4.47220257880161	1.3783642577054e-05	0.000464374695240686	2.8016795004867
FOXP2	-1.09001239741855	2.06092836276243	-4.47204161100002	1.37929689735783e-05	0.000464374695240686	2.93415937418724
BCL2L12	0.811277526043158	3.58290116361668	4.47202547587726	1.37939041694202e-05	0.000464374695240686	2.91323878801917
AC055839.2	-1.14533006417352	2.72239396422692	-4.47042969731756	1.38866978168334e-05	0.000466819109168201	2.90724896295472
SEMA3B	1.00763465665713	5.99395198000301	4.46962518017378	1.39337074105049e-05	0.000467530991550552	2.75975776100766
MFSD2B	0.873735047498457	-1.28404113148093	4.46919490935053	1.39589118030906e-05	0.000467530991550552	2.7862735203674
MSI1	-1.16579930531432	1.59960113275188	-4.46903109333491	1.39685193342023e-05	0.000467530991550552	2.92199728376658
FGFRL1	1.02859341566198	5.12508354124789	4.46759884410167	1.40527896421126e-05	0.000469671848038701	2.80255339592511
TMEM183B	0.638754285157302	-1.51525699038807	4.46550594827405	1.41768107437073e-05	0.000472992906283917	2.75203885068969
IGSF9	1.82094322084673	4.1528535894121	4.46523305325152	1.41930593635869e-05	0.000472992906283917	2.88558252039899
TINAGL1	0.946134770559599	7.23943059987831	4.4642724022282	1.42504007300725e-05	0.000474220529618874	2.73488812617353
TEAD3	0.674197885149849	5.55461932169945	4.46148706737207	1.44179199344855e-05	0.000479105822190778	2.74347950712527
ZNF559	-0.46033163918295	3.15747883566969	-4.45980919697328	1.45197448825383e-05	0.000481797216131056	2.86439540743036
ANXA6	-0.694481653423514	7.54086700043155	-4.4592300161628	1.45550539254905e-05	0.000482276915743185	2.73524632223986
EXOSC7	0.414352838360971	4.5763641139777	4.45489527074331	1.48219503349861e-05	0.00049041783597648	2.7660296437301
DNAJB9	-0.520902518805631	5.26438409181276	-4.45436829136675	1.48547162390302e-05	0.000490531946459218	2.70225489597814
TMPRSS4	2.24021715329287	7.15804263849224	4.45399609476287	1.48779001973945e-05	0.000490531946459218	2.70706585043788
VAMP2	-0.586086837593125	6.01029196680204	-4.45381765554159	1.48890274305764e-05	0.000490531946459218	2.68172325808302
CEP85L	-0.565297449903446	2.69440715914258	-4.45307405619836	1.49354835143044e-05	0.000491362535873162	2.85693998346409
RCAN2	-0.822930571886372	4.29171637976106	-4.4524392939218	1.49752502832358e-05	0.00049197100646403	2.75491927180876
PLCB1	-0.694453891658887	3.68091720351239	-4.45073659760406	1.50824247439169e-05	0.000494789105641575	2.80400247322788
AL845472.1	-1.23640432842159	-1.94213596121628	-4.44628912103411	1.53658568612119e-05	0.000502825960203825	2.72557557716671
WDR7	-0.527922998689748	4.10262506343807	-4.44621085170981	1.53708904299595e-05	0.000502825960203825	2.7558638243961
MAP7D3	-0.670640452508072	3.28408332336299	-4.44564675091871	1.54072151590656e-05	0.00050330236186281	2.80344085024813
PLEKHN1	1.51759908899655	2.68059973081786	4.44528727317212	1.54304064222985e-05	0.000503348998215682	2.83216285987894
TBL1X	-0.529006055837149	5.13218933564201	-4.44362498957733	1.55380837037849e-05	0.000505391048002414	2.66555515279575
MOCOS	1.12027449183777	3.25634191793826	4.44335453538146	1.55556710256973e-05	0.000505391048002414	2.82210414332381
AIMP2	0.391855454016417	3.38009799515625	4.44327269258179	1.55609969386298e-05	0.000505391048002414	2.80417442261077
CKS2	0.89990629644673	3.79253232081207	4.44264859804347	1.56016675261658e-05	0.000505391048002414	2.79358406919462
PRMT9	-0.334581643568159	3.12454423021428	-4.44263942593027	1.56022660097598e-05	0.000505391048002414	2.80457765973863
SARM1	-0.540176475871706	2.61979284336228	-4.44166582850139	1.56659192468698e-05	0.000506381331651196	2.81158555869327
OAS1	1.0282595069034	5.78368496729026	4.44150242085117	1.56766271818686e-05	0.000506381331651196	2.66861693138764
LGALS3BP	0.520170751185928	9.56917549969411	4.44077830164665	1.57241626988119e-05	0.000507208416873253	2.71792701571338
ZNF483	-0.992986222667301	3.45161208519768	-4.44001615011837	1.57743445461195e-05	0.000508118441034335	2.75840739807889
PRSS22	1.53502142341413	5.27467663722432	4.43669997581726	1.5994487128801e-05	0.000514493043553422	2.68586131602041
SERPINB6	0.453783754439574	7.54371871738093	4.43569936827986	1.6061489906622e-05	0.00051593074800049	2.63197902007753
CCDC184	-0.999325938475538	1.7090653087663	-4.43465990496102	1.61313802345957e-05	0.000517457090243729	2.79178960209129
ZNF844	-0.736687741023764	2.51625829591942	-4.43414417420594	1.61661647977388e-05	0.000517854652966902	2.78444237928677
KCTD5	0.433657819155813	5.35606829351624	4.42993644920238	1.64526700118511e-05	0.000526003201174661	2.62028064935101
FAM120C	-0.527622057613197	3.26277865502247	-4.42971106550742	1.64681533612751e-05	0.000526003201174661	2.74357116812264
LIN7A	-0.738853685837567	1.77177048172599	-4.42941124457351	1.64887720880158e-05	0.000526003201174661	2.76965883853555
ART4	-1.30058454628402	1.54931953666569	-4.42840355877019	1.65582527657646e-05	0.000527492107392016	2.76531210354147
AC116535.1	-0.655572916131339	-1.16078701304936	-4.42803342650952	1.65838442486313e-05	0.000527580673703363	2.69345339290035
ZMAT1	-0.919723757567223	3.42063189244979	-4.42711301161208	1.66476479779227e-05	0.000528882970375543	2.70592422615388
MMEL1	1.39243645919429	1.2848457447424	4.42570486513539	1.6745718341261e-05	0.000531268825509854	2.73116181626317
AC005551.1	1.64051497825063	-1.89709259959815	4.42440558871099	1.6836698760485e-05	0.000533423519085613	2.51751122397004
MAP1B	-0.865601140680911	6.04389843715234	-4.42374795441847	1.68829297712714e-05	0.000534156497605973	2.56433468879583
POLD3	0.430084183951139	4.59768900913381	4.42319192546895	1.69221131867323e-05	0.000534664800249651	2.65461889376628
PCDHA3	-1.11132780110625	-1.01347737435816	-4.42155737208169	1.70378070531053e-05	0.000537585813812033	2.67133267169118
SLC45A3	1.2487205855244	4.88462585517212	4.42032886938851	1.71252605429219e-05	0.000539021021027771	2.64958954996482
ISCA1	-0.3769734583679	4.62860338508112	-4.42026379048109	1.71299053292724e-05	0.000539021021027771	2.60922152730913
STAMBP	0.340366273463193	5.38835836854126	4.41780692513056	1.73061439847471e-05	0.000543826763694606	2.57073080393679
SFR1	0.590731614512484	2.96341838077839	4.41612294470031	1.74279461644421e-05	0.000546911178956876	2.71753300051324
ZBED3	-0.592951330954702	3.16883249243366	-4.41538048286415	1.74819096360097e-05	0.000547861254826059	2.69748833563151
ZNF431	-0.408678249458778	3.7605390395045	-4.41273402873225	1.76755677877388e-05	0.00055244817206379	2.64134341456137
EPG5	-0.425585295433863	4.80176877533955	-4.41272749564061	1.767604839706e-05	0.00055244817206379	2.57159736705364
PPP1R14B-AS1	1.04511592248293	-2.15804764620791	4.41145013838066	1.77702592758445e-05	0.000554643126223659	2.48908969533605
ST8SIA1	-0.986316066854738	0.904281952961475	-4.41019762002516	1.78631065226861e-05	0.000556789659914668	2.6852241849772
TNR	-1.67772649681839	-0.206158928778429	-4.40875649782538	1.79705113419753e-05	0.000559383561665147	2.65840793188927
NFKB2	0.605647960954931	6.39838066131781	4.40644191905072	1.81443132566734e-05	0.00056335941721581	2.50001536487461
TMCC2	-0.819768123556028	1.78752840621051	-4.40640690805441	1.81469545929513e-05	0.00056335941721581	2.68510124832382
AC011466.1	-0.683373022239201	-2.05043043544988	-4.4046059521944	1.82833235326514e-05	0.000566832046465365	2.55413794685118
SNED1	-0.655158196093166	4.65553417440325	-4.40314224484212	1.8394880583847e-05	0.000569527172882482	2.53537460090449
FBXL6	0.580946637468329	4.01048913186051	4.4022924922637	1.84599445128491e-05	0.00057077753568606	2.60298798074808
FUT4	0.764099789996744	4.22265834607406	4.39945632102682	1.8678708842565e-05	0.000575460613745901	2.60057053617593
LINGO4	-1.37128440708599	-1.71274797108569	-4.39943365002933	1.86804675323375e-05	0.000575460613745901	2.56538067915385
MYL12B	0.484334439375056	8.82097715024461	4.39936172510811	1.86860481201648e-05	0.000575460613745901	2.53006808008412
AP001453.2	0.802105576622229	-1.44513885622719	4.39770893826171	1.88147284093955e-05	0.000578652976931516	2.53622376811467
AC011450.1	-0.980694073418928	-1.53416241713035	-4.39661165684598	1.89006286343306e-05	0.000580522893831075	2.56704639994255
XDH	1.87291576078281	3.95449500981777	4.39615228827665	1.8936701866016e-05	0.00058085947050029	2.63336029499813
FAM163A	-1.52740103150781	-0.509193629347199	-4.39544222516671	1.89925917475917e-05	0.000581802201242782	2.60585654646879
ZFP37	-0.711862135426215	1.53060278388893	-4.39466710260486	1.90537834058634e-05	0.00058290463308308	2.6370441764592
MAPT	-1.30113847367186	1.95130578749836	-4.39406422582568	1.91015080806556e-05	0.00058359270659102	2.63809739183348
CGN	0.927047645847313	6.9834391074272	4.39235158164159	1.92377108652969e-05	0.000586978597483622	2.44798425565901
PPP6C	-0.254009676890931	5.9524577309622	-4.39114178209708	1.93344851930795e-05	0.000589154115343272	2.43773170564509
CENPI	0.928965805849119	1.07589504073058	4.39046007164121	1.93892223805118e-05	0.000590044651600628	2.59897861428261
B3GNT7	1.36801234824644	5.41487305243634	4.38909958887441	1.94989060602836e-05	0.000592602758688882	2.49199208685777
RPP25	0.721677442370133	4.4942088375506	4.38810245992632	1.95796739026542e-05	0.000594276506588697	2.52377913505905
ARPC4	0.412348939300409	6.80679077680796	4.38697599418661	1.96713045874268e-05	0.000596275140888606	2.4253024583305
LDHA	0.746025828800406	9.1762316029907	4.38550772647668	1.97913570110654e-05	0.000599095685091792	2.48275004933937
SLC50A1	0.623719855434988	5.87327646328515	4.38520542010138	1.98161621884824e-05	0.000599095685091792	2.42586388762728
DENND5B	-0.586386110709646	3.85428728657512	-4.38430323606416	1.98903668174222e-05	0.000600237234026339	2.53514519211102
ANKRD18EP	-0.754165118201414	1.40618971998925	-4.38361064973703	1.99475130126149e-05	0.000600237234026339	2.59301673874778
CLDN23	1.35511096608533	4.11552661124262	4.38351700060824	1.99552522137419e-05	0.000600237234026339	2.56267530781488
LPAR2	0.829060692451469	4.5811893738188	4.3832426491213	1.99779413296228e-05	0.000600237234026339	2.49546313985191
EFNB2	0.706551248272029	5.51127519012953	4.38312075960919	1.99880296485061e-05	0.000600237234026339	2.44333488110705
OTX1	1.22483668866023	0.641214825016	4.38285988105287	2.00096379900686e-05	0.000600237234026339	2.55991493910679
WDFY3-AS2	-0.633534325613705	1.33423815013899	-4.38247135103526	2.00418611767244e-05	0.000600425084579382	2.58840891109835
ARMC10	0.389539089949932	4.97781733557844	4.37996601956246	2.02508434857874e-05	0.000605901045458332	2.45038590423252
NEXN-AS1	-0.905445845651355	-2.48198224395508	-4.37528947463054	2.06465490141046e-05	0.000616942358654019	2.40551422095634
