item	value
"malignant_pool_cell_n"	"3937"
"top_signature_cluster"	"26"
"top_signature_median"	"-0.00759654695988601"
"top_mcd_cluster"	"26"
"top_mcd_median"	"0.0264052468212791"
"n_signature_genes_present"	"3937"
"n_visualized_key_genes_present"	"10"
