item	value
"n_clusters_in_malignant_pool"	3
"top_signature_cluster"	26
"top_signature_cluster_median"	-0.00759654695988601
"top_mcd_cluster"	26
"top_mcd_cluster_median"	0.0264052468212791
"n_samples_in_malignant_pool"	17
