sample_name	full_path	file_name	ext	size_bytes	likely_matrix	likely_barcodes	likely_features	likely_metadata	likely_object
"GSM4710718_PDAC_PBMC_10A"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710718_PDAC_PBMC_10A/PDAC_PBMC_10A/filtered_feature_bc_matrix/matrix.mtx.gz"	"matrix.mtx.gz"	"gz"	22680401	"YES"	"NO"	"NO"	"NO"	"NO"
"GSM4710719_PDAC_PBMC_10B"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710719_PDAC_PBMC_10B/PDAC_PBMC_10B/filtered_feature_bc_matrix/barcodes.tsv.gz"	"barcodes.tsv.gz"	"gz"	4246	"NO"	"YES"	"NO"	"YES"	"NO"
"GSM4710719_PDAC_PBMC_10B"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710719_PDAC_PBMC_10B/PDAC_PBMC_10B/filtered_feature_bc_matrix/features.tsv.gz"	"features.tsv.gz"	"gz"	310002	"NO"	"NO"	"YES"	"YES"	"NO"
"GSM4710719_PDAC_PBMC_10B"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710719_PDAC_PBMC_10B/PDAC_PBMC_10B/filtered_feature_bc_matrix/matrix.mtx.gz"	"matrix.mtx.gz"	"gz"	4893685	"YES"	"NO"	"NO"	"NO"	"NO"
"GSM4710720_PDAC_PBMC_11"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710720_PDAC_PBMC_11/PDAC_PBMC_11/filtered_feature_bc_matrix/barcodes.tsv.gz"	"barcodes.tsv.gz"	"gz"	12968	"NO"	"YES"	"NO"	"YES"	"NO"
"GSM4710720_PDAC_PBMC_11"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710720_PDAC_PBMC_11/PDAC_PBMC_11/filtered_feature_bc_matrix/features.tsv.gz"	"features.tsv.gz"	"gz"	310002	"NO"	"NO"	"YES"	"YES"	"NO"
"GSM4710720_PDAC_PBMC_11"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710720_PDAC_PBMC_11/PDAC_PBMC_11/filtered_feature_bc_matrix/matrix.mtx.gz"	"matrix.mtx.gz"	"gz"	12722218	"YES"	"NO"	"NO"	"NO"	"NO"
"GSM4710721_PDAC_PBMC_12"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710721_PDAC_PBMC_12/PDAC_PBMC_12/filtered_feature_bc_matrix/barcodes.tsv.gz"	"barcodes.tsv.gz"	"gz"	15480	"NO"	"YES"	"NO"	"YES"	"NO"
"GSM4710721_PDAC_PBMC_12"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710721_PDAC_PBMC_12/PDAC_PBMC_12/filtered_feature_bc_matrix/features.tsv.gz"	"features.tsv.gz"	"gz"	310002	"NO"	"NO"	"YES"	"YES"	"NO"
"GSM4710721_PDAC_PBMC_12"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710721_PDAC_PBMC_12/PDAC_PBMC_12/filtered_feature_bc_matrix/matrix.mtx.gz"	"matrix.mtx.gz"	"gz"	20523754	"YES"	"NO"	"NO"	"NO"	"NO"
"GSM4710722_PDAC_PBMC_13"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710722_PDAC_PBMC_13/PDAC_PBMC_13/filtered_feature_bc_matrix/barcodes.tsv"	"barcodes.tsv"	"tsv"	20368	"NO"	"YES"	"NO"	"YES"	"NO"
"GSM4710722_PDAC_PBMC_13"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710722_PDAC_PBMC_13/PDAC_PBMC_13/filtered_feature_bc_matrix/barcodes.tsv.gz"	"barcodes.tsv.gz"	"gz"	6203	"NO"	"YES"	"NO"	"YES"	"NO"
"GSM4710722_PDAC_PBMC_13"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710722_PDAC_PBMC_13/PDAC_PBMC_13/filtered_feature_bc_matrix/features.tsv.gz"	"features.tsv.gz"	"gz"	310002	"NO"	"NO"	"YES"	"YES"	"NO"
"GSM4710722_PDAC_PBMC_13"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710722_PDAC_PBMC_13/PDAC_PBMC_13/filtered_feature_bc_matrix/genes.tsv"	"genes.tsv"	"tsv"	1340760	"NO"	"NO"	"YES"	"YES"	"NO"
"GSM4710722_PDAC_PBMC_13"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710722_PDAC_PBMC_13/PDAC_PBMC_13/filtered_feature_bc_matrix/matrix.mtx"	"matrix.mtx"	"mtx"	25342111	"YES"	"NO"	"NO"	"NO"	"NO"
"GSM4710722_PDAC_PBMC_13"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710722_PDAC_PBMC_13/PDAC_PBMC_13/filtered_feature_bc_matrix/matrix.mtx.gz"	"matrix.mtx.gz"	"gz"	8005823	"YES"	"NO"	"NO"	"NO"	"NO"
"GSM4710723_PDAC_PBMC_14"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710723_PDAC_PBMC_14/PDAC_PBMC_14/filtered_feature_bc_matrix/barcodes.tsv.gz"	"barcodes.tsv.gz"	"gz"	39178	"NO"	"YES"	"NO"	"YES"	"NO"
"GSM4710723_PDAC_PBMC_14"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710723_PDAC_PBMC_14/PDAC_PBMC_14/filtered_feature_bc_matrix/features.tsv.gz"	"features.tsv.gz"	"gz"	310002	"NO"	"NO"	"YES"	"YES"	"NO"
"GSM4710723_PDAC_PBMC_14"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710723_PDAC_PBMC_14/PDAC_PBMC_14/filtered_feature_bc_matrix/matrix.mtx.gz"	"matrix.mtx.gz"	"gz"	21405603	"YES"	"NO"	"NO"	"NO"	"NO"
"GSM4710724_PDAC_PBMC_15"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710724_PDAC_PBMC_15/PDAC_PBMC_15/filtered_feature_bc_matrix/barcodes.tsv.gz"	"barcodes.tsv.gz"	"gz"	19756	"NO"	"YES"	"NO"	"YES"	"NO"
"GSM4710724_PDAC_PBMC_15"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710724_PDAC_PBMC_15/PDAC_PBMC_15/filtered_feature_bc_matrix/features.tsv.gz"	"features.tsv.gz"	"gz"	310002	"NO"	"NO"	"YES"	"YES"	"NO"
"GSM4710724_PDAC_PBMC_15"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710724_PDAC_PBMC_15/PDAC_PBMC_15/filtered_feature_bc_matrix/matrix.mtx.gz"	"matrix.mtx.gz"	"gz"	21118344	"YES"	"NO"	"NO"	"NO"	"NO"
"GSM4710725_PDAC_PBMC_16"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710725_PDAC_PBMC_16/PDAC_PBMC_16/filtered_gene_bc_matrix/barcodes.tsv"	"barcodes.tsv"	"tsv"	80598	"NO"	"YES"	"NO"	"YES"	"NO"
"GSM4710725_PDAC_PBMC_16"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710725_PDAC_PBMC_16/PDAC_PBMC_16/filtered_gene_bc_matrix/genes.tsv"	"genes.tsv"	"tsv"	816952	"NO"	"NO"	"YES"	"YES"	"NO"
"GSM4710725_PDAC_PBMC_16"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710725_PDAC_PBMC_16/PDAC_PBMC_16/filtered_gene_bc_matrix/matrix.mtx"	"matrix.mtx"	"mtx"	57868391	"YES"	"NO"	"NO"	"NO"	"NO"
"GSM4710726_Healthy_PBMC_1"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710726_Healthy_PBMC_1/Healthy_PBMC_1/filtered_feature_bc_matrix/barcodes.tsv.gz"	"barcodes.tsv.gz"	"gz"	19998	"NO"	"YES"	"NO"	"YES"	"NO"
"GSM4710726_Healthy_PBMC_1"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710726_Healthy_PBMC_1/Healthy_PBMC_1/filtered_feature_bc_matrix/features.tsv.gz"	"features.tsv.gz"	"gz"	310002	"NO"	"NO"	"YES"	"YES"	"NO"
"GSM4710726_Healthy_PBMC_1"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710726_Healthy_PBMC_1/Healthy_PBMC_1/filtered_feature_bc_matrix/matrix.mtx.gz"	"matrix.mtx.gz"	"gz"	23389062	"YES"	"NO"	"NO"	"NO"	"NO"
"GSM4710727_Healthy_PBMC_2"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710727_Healthy_PBMC_2/Healthy_PBMC_2/filtered_feature_bc_matrix/barcodes.tsv.gz"	"barcodes.tsv.gz"	"gz"	14769	"NO"	"YES"	"NO"	"YES"	"NO"
"GSM4710727_Healthy_PBMC_2"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710727_Healthy_PBMC_2/Healthy_PBMC_2/filtered_feature_bc_matrix/features.tsv.gz"	"features.tsv.gz"	"gz"	310002	"NO"	"NO"	"YES"	"YES"	"NO"
"GSM4710727_Healthy_PBMC_2"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710727_Healthy_PBMC_2/Healthy_PBMC_2/filtered_feature_bc_matrix/matrix.mtx.gz"	"matrix.mtx.gz"	"gz"	17968226	"YES"	"NO"	"NO"	"NO"	"NO"
"GSM4710728_Healthy_PBMC_3"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710728_Healthy_PBMC_3/Healthy_PBMC_3/filtered_feature_bc_matrix/barcodes.tsv.gz"	"barcodes.tsv.gz"	"gz"	34143	"NO"	"YES"	"NO"	"YES"	"NO"
"GSM4710728_Healthy_PBMC_3"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710728_Healthy_PBMC_3/Healthy_PBMC_3/filtered_feature_bc_matrix/features.tsv.gz"	"features.tsv.gz"	"gz"	310002	"NO"	"NO"	"YES"	"YES"	"NO"
"GSM4710728_Healthy_PBMC_3"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710728_Healthy_PBMC_3/Healthy_PBMC_3/filtered_feature_bc_matrix/matrix.mtx.gz"	"matrix.mtx.gz"	"gz"	40780495	"YES"	"NO"	"NO"	"NO"	"NO"
"GSM4710729_Healthy_PBMC_4"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710729_Healthy_PBMC_4/Healthy_PBMC_4/filtered_feature_bc_matrix/barcodes.tsv.gz"	"barcodes.tsv.gz"	"gz"	18157	"NO"	"YES"	"NO"	"YES"	"NO"
"GSM4710729_Healthy_PBMC_4"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710729_Healthy_PBMC_4/Healthy_PBMC_4/filtered_feature_bc_matrix/features.tsv.gz"	"features.tsv.gz"	"gz"	310002	"NO"	"NO"	"YES"	"YES"	"NO"
"GSM4710729_Healthy_PBMC_4"	"06_scRNA/01_raw_data/GSE155698/gsm_extracted/GSM4710729_Healthy_PBMC_4/Healthy_PBMC_4/filtered_feature_bc_matrix/matrix.mtx.gz"	"matrix.mtx.gz"	"gz"	10660702	"YES"	"NO"	"NO"	"NO"	"NO"
