term	HR	std.error	statistic	p.value	CI_low	CI_high
mcd_subtypeC2	0.972570136231114	0.32385046314189	-0.0858824974413638	0.931559825116298	0.515535903154019	1.83477554929092
mcd_subtypeC3	1.01124129510332	0.233909436976861	0.047790210783872	0.961883438306181	0.639367744065224	1.5994065487575
