gene	HR	CI_low	CI_high	p.value	statistic	FDR
IFIT3	1.00005605303805	0.999985033922538	1.00012707719734	0.121881778608257	1.54692314756194	0.848144038344857
CELF2	0.999880993542708	0.999729951054191	1.00003205885122	0.122576670066779	-1.54404814319247	0.848144038344857
TPM4	1.00000897497068	0.999997573345623	1.00002037672574	0.122875673380287	1.54281498176836	0.848144038344857
POLR3GL	0.999491374253292	0.998840375692886	1.00014279710484	0.125909473108755	-1.53043345577559	0.848144038344857
NMI	1.00020823135233	0.999939772103262	1.0004767626761	0.128458929285552	1.5202071169225	0.848144038344857
THBS2	1.00000905194376	0.999997348181284	1.00002075584322	0.129550545986457	1.51587664848039	0.848144038344857
TMEM100	0.999315950639264	0.998430575263917	1.00020211113636	0.130254787015843	-1.51309792346208	0.848144038344857
CCN1	1.00001132046852	0.999996650647435	1.00002599050481	0.130414180648672	1.51247062259281	0.848144038344857
MRPL34	0.999678490456679	0.999261753538054	1.00009540117327	0.130650949462286	-1.51153990540329	0.848144038344857
EMP1	1.00001214248281	0.999996385576338	1.00002789963756	0.130948599728641	1.51037172312606	0.848144038344857
MXD1	1.00005644739611	0.999983077815494	1.0001298223599	0.131580343512036	1.50789913722262	0.848144038344857
LOX	1.00005465916135	0.999983455173176	1.00012586821961	0.132442912894692	1.50453793670751	0.848144038344857
SELL	0.999879912651184	0.999722627744509	1.00003722230326	0.134593996845887	-1.49622897307434	0.851960232244597
ATP2A2	1.0000185032881	0.999994202867559	1.00004280429916	0.135597274201092	1.49238870550005	0.851960232244597
PSMB8	1.00005542030823	0.999982100609324	1.00012874538302	0.138481730540049	1.48146865901568	0.86195170597825
LOXL2	1.00002871058745	0.999990538407337	1.0000668842247	0.140441689260277	1.47414821481604	0.866057083771711
SERPINE1	1.00000782236016	0.999997369504456	1.00001827532513	0.142449336865163	1.46673066748447	0.870378516992645
LY6E	1.00000694439605	0.999997589673392	1.00001629920623	0.145680262371351	1.45496026431794	0.878693739719765
IL10	0.993227934626255	0.984160599819459	1.00237880921356	0.146448956619961	-1.45218937342904	0.878693739719765
FEN1	1.00028902964412	0.999894175369771	1.00068403984486	0.151401275137849	1.43459943699587	0.888227223096813
APOL6	1.00005026359207	0.999981497838276	1.00011903407467	0.151971766189067	1.43260145334057	0.888227223096813
VCAM1	1.00004070185213	0.999985008317449	1.00009639848863	0.152038894043599	1.43236673276508	0.888227223096813
ZNF639	1.00024492692384	0.999899423151251	1.00059055008129	0.164727980296978	1.38934462480427	0.904821729167649
IFI27	1.00000764916241	0.999996714379211	1.00001858406518	0.170361545015767	1.37104302228105	0.904821729167649
EBI3	0.998936552130932	0.997418110532972	1.00045730536216	0.170407043350406	-1.37089707484748	0.904821729167649
LTBP1	1.00002018371288	0.999990994374916	1.00004937390287	0.175334406815963	1.35526102846768	0.904821729167649
FBLN5	0.999954724630066	0.999889071665855	1.00002038190507	0.176519759407677	-1.35154861032899	0.904821729167649
PARP14	1.00003019733361	0.999986275578185	1.00007412101818	0.177814016122438	1.34751627269221	0.904821729167649
GNAI3	1.00006733314341	0.99996906166579	1.0001656142786	0.179305255156208	1.34289722492826	0.904821729167649
IFIT1	1.00005690510469	0.999973658669123	1.00014015847041	0.180322437436612	1.33976291028656	0.904821729167649
CSF3R	0.999852453681241	0.999636166748839	1.00006878741071	0.18128719334855	-1.33680225374661	0.904821729167649
NDUFS6	0.999883922071442	0.999712744848402	1.00005512860454	0.18388391506784	-1.32889105591675	0.904821729167649
P2RY2	1.00039804618095	0.999810228566763	1.00098620939026	0.184481569815774	1.32708196710509	0.904821729167649
NDUFA3	0.999840384214371	0.999603912887253	1.00007691148234	0.185937126290841	-1.32269410032351	0.904821729167649
NDUFS3	0.999836662489506	0.999593745226661	1.00007963878513	0.187633700374204	-1.31761160015443	0.904821729167649
IL2RB	0.999771345022741	0.999428761411692	1.0001140460644	0.190944467030662	-1.30779023552724	0.904821729167649
ATP5PO	0.999716668416388	0.999292178255459	1.00014133889685	0.190961215144101	-1.30774087246848	0.904821729167649
CXCL6	1.00009814946357	0.999950673327413	1.00024564735002	0.192104635992188	1.30437828302946	0.904821729167649
NDUFS8	0.999896827279166	0.999741470255573	1.0000522084448	0.193106058751467	-1.30144535147752	0.904821729167649
NOTCH2	1.0000250350014	0.99998732639194	1.00006274503282	0.193181406587843	1.30122512790598	0.904821729167649
ATP5F1D	0.999904885066143	0.999761348966243	1.00004844177357	0.194072580180375	-1.29862521527077	0.904821729167649
CFB	1.00072853850184	0.999623057046324	1.00183524250744	0.196558311393481	1.29141932994813	0.904821729167649
DOCK2	0.999904467251973	0.999758707661638	1.00005024809329	0.19899114889199	-1.28443112320113	0.904821729167649
CMPK2	1.00014098308033	0.999925002786602	1.00035701002504	0.200778706352164	1.2793361539631	0.904821729167649
ERCC2	0.99965334514414	0.999120806674693	1.00018616746037	0.202212388790874	-1.27527368416714	0.904821729167649
HIF1A	1.00001953442301	0.999989462622667	1.00004960712767	0.202957136194653	1.27317165579353	0.904821729167649
ELN	0.999981179302309	0.999952034593811	1.00001032486026	0.205638359564139	-1.26565015938157	0.904821729167649
IRF1	1.00010887279453	0.999940008931768	1.00027776517401	0.206365172819167	1.26362356094816	0.904821729167649
PELI1	1.00008251990309	0.999954491454367	1.00021056474383	0.206498170264139	1.26325328090666	0.904821729167649
SFRP4	0.999988788853399	0.999971394381182	1.00000618362819	0.2065083904076	-1.26322483402824	0.904821729167649
MRPL40	1.00030897785204	0.999826983496914	1.00079120456592	0.209004540022498	1.25630739991774	0.904821729167649
NLRP3	0.999407061450524	0.998481081757344	1.00033389988646	0.209811876729427	-1.25408289540818	0.904821729167649
THBS1	1.00000344168906	0.999998058688246	1.00000882471885	0.210159735006956	1.25312633040885	0.904821729167649
PDLIM5	1.00002782478072	0.999984109187148	1.00007154228537	0.212214791924787	1.24749843990016	0.904821729167649
GREM1	1.00000691098083	0.999996042296959	1.00001777978283	0.212667581455154	1.24626375020976	0.904821729167649
ITGAV	1.00001519444264	0.999991297186403	1.00003909226996	0.212696047078522	1.24618619214694	0.904821729167649
ZWINT	1.00021547138575	0.999876332122082	1.00055472567908	0.213064926818676	1.2451818115298	0.904821729167649
NPFFR2	0.98774795181313	0.968666336690105	1.00720545285467	0.215491745618519	-1.2386051886598	0.904821729167649
EVI5	1.00016903328988	0.99990014959633	1.00043798928909	0.217924203573558	1.23206660839571	0.904821729167649
IL18RAP	0.998106056198483	0.995099467657302	1.0011217288312	0.218093403160011	-1.23161374729245	0.904821729167649
STAT4	0.999294885308426	0.998168915725582	1.00042212502449	0.220100138517543	-1.22626188803715	0.904821729167649
CASP4	1.0000814060331	0.999951086582705	1.00021174246749	0.220842295383711	1.22429146533268	0.904821729167649
NDUFB8	0.998769748784914	0.99680285290584	1.0007405257518	0.220969467932752	-1.22395429960461	0.904821729167649
VCAN	1.00000459698406	0.999997200745442	1.00001199327738	0.223157600859571	1.21817467608026	0.904821729167649
USP18	1.00043405417673	0.999734748060136	1.00113384945212	0.223842511097633	1.21637392802983	0.904821729167649
WNT5A	1.00007432316526	0.999954328988637	1.00019433174115	0.224765322262446	1.21395391660423	0.904821729167649
LAT2	0.999799595340055	0.999474633857634	1.00012466247795	0.226894303746254	-1.20839775288205	0.904821729167649
GPC3	0.999845366485049	0.999593349252296	1.00009744725632	0.229225537590886	-1.20235623559177	0.904821729167649
P2RY14	0.999203312618899	0.99790429336479	1.00050402286786	0.229834985610727	-1.20078403689082	0.904821729167649
IL1A	0.999339787417375	0.998262772344114	1.00041796447073	0.229976978784533	-1.20041816185799	0.904821729167649
PRDM1	1.00014559907372	0.999907849426662	1.00038340525089	0.230047522945522	1.20023644984578	0.904821729167649
ADAM17	1.00017011562986	0.999891532418806	1.00044877645794	0.231392861552559	1.19677859983216	0.904821729167649
SATB1	0.999875276636796	0.999670979942551	1.00007961508192	0.231554788757584	-1.19636337119818	0.904821729167649
BEST1	0.998764101470318	0.996734591916296	1.00079774342735	0.233419067338487	-1.19159759791935	0.904821729167649
BCAM	0.999962804614628	0.999901399391367	1.00002421360886	0.23516325189856	-1.18716320364723	0.904821729167649
IFI44	1.00006429221324	0.999958012183109	1.00017058353929	0.23577222312984	1.18562044854864	0.904821729167649
PLSCR1	1.00004713414772	0.999968598935509	1.0001256755279	0.239481061475458	1.17628486560753	0.904821729167649
TIMM9	1.00043333343059	0.999710712799942	1.00115647639291	0.239930592787909	1.17516029266475	0.904821729167649
ATP5MC1	0.999885283663792	0.999693185004406	1.0000774192364	0.241896320779119	-1.17026008186493	0.904821729167649
OSMR	1.00003835234252	0.999973982018505	1.00010272681018	0.24290896127842	1.16774668044323	0.904821729167649
STRN	1.00010036944191	0.999931336410229	1.00026943104771	0.244521630381428	1.16375915168674	0.904821729167649
KCNA3	0.998272053044044	0.995365323425235	1.001187271081	0.245062576581357	-1.16242573059493	0.904821729167649
NME4	0.999893933618537	0.999714497569619	1.00007340187395	0.246705634310398	-1.15838824435549	0.904821729167649
BCKDHA	0.975978081576992	0.936406579949387	1.0172218308955	0.249568201215182	-1.15139881478072	0.904821729167649
CCNO	0.999451633249463	0.998517222330749	1.00038691858851	0.250404281038058	-1.14936797156468	0.904821729167649
COL5A2	1.00000413091805	0.999997055651764	1.0000112062344	0.252486852291279	1.14432988901408	0.904821729167649
TFPI2	1.00007381253991	0.999947363445529	1.0002002776245	0.252596257650273	1.14406602187736	0.904821729167649
ZNF707	0.999548128522786	0.998774348459928	1.00032250805597	0.252674810531022	-1.14387661479402	0.904821729167649
MEP1A	0.99989568333499	0.999716748788563	1.00007464990806	0.253257323150761	-1.14247333611706	0.904821729167649
XAF1	1.00016143281813	0.999884047098687	1.00043889548933	0.254039397924209	1.14059284066746	0.904821729167649
KLRK1	0.991192992669054	0.976159526054485	1.00645798406253	0.256611135261631	-1.13443735989436	0.904821729167649
CD69	0.999753921647054	0.999328854988353	1.00017916910876	0.256678865285544	-1.13427582787914	0.904821729167649
RAPGEF6	0.999394096860781	0.998341004106646	1.00044830046216	0.259851959176473	-1.12674110169553	0.904821729167649
B2M	1.00000126661815	0.999999039606698	1.00000349363455	0.264964546559657	1.11473372002578	0.904821729167649
MX2	1.0000522780327	0.999960231875604	1.00014433266262	0.265644739781483	1.11314830654173	0.904821729167649
SLIT3	0.999953030328798	0.999870081517006	1.00003598602199	0.267104485220499	-1.10975530187913	0.904821729167649
ANPEP	0.999995265178648	0.999986901263428	1.00000362916382	0.267201419809658	-1.10953044110799	0.904821729167649
F13A1	1.00002577020421	0.999980186319475	1.00007135616687	0.267850186838631	1.1080269274306	0.904821729167649
MTHFD2	1.00009518461642	0.999926236649681	1.00026416112869	0.26950845706382	1.10419523304803	0.904821729167649
CCL20	0.999951121128295	0.999864331121249	1.00003791866887	0.269702304215362	-1.10374837624442	0.904821729167649
CDON	1.00023690797665	0.999816240569542	1.00065775237734	0.269725541883631	1.10369482352214	0.904821729167649
SECTM1	0.999895189794004	0.99970864589622	1.00008176850056	0.270874563501116	-1.10105076516925	0.904821729167649
STAB1	0.999951785877372	0.999865791987024	1.00003778716366	0.271847622069661	-1.09881762683259	0.904821729167649
EIF2AK2	1.00004883904631	0.999961596440739	1.00013608926345	0.272562254402918	1.09718105204009	0.904821729167649
BANK1	0.999826477021488	0.999514010703783	1.00013904102187	0.276520540326773	-1.08816892521143	0.904821729167649
TJP1	1.00003700523518	0.999970236374847	1.00010377855373	0.27736724696789	1.08625261043038	0.904821729167649
NDUFB2	0.999863288996017	0.999616087233618	1.0001105518906	0.278489483260021	-1.08371883185464	0.904821729167649
COL6A3	1.00000145241414	0.999998825067702	1.00000407976747	0.278595353999797	1.0834801565195	0.904821729167649
GAS1	1.00005659249625	0.999953991355133	1.00015920416485	0.279676003445131	1.08104745838804	0.904821729167649
NRP1	1.00002769457787	0.999977446073984	1.00007794560673	0.280041351787973	1.08022645213574	0.904821729167649
GJA1	1.00002944127798	0.999975924718774	1.00008296070127	0.280931208292469	1.0782298177643	0.904821729167649
EDF1	0.999973721359093	0.999925940781304	1.00002150422004	0.281072802453179	-1.0779125090979	0.904821729167649
ADGRE1	0.998250041016021	0.995069127358125	1.00144112302446	0.282106141760663	-1.07560010205445	0.904821729167649
RFC2	1.00023592552779	0.999805772259941	1.00066626386343	0.282431072939572	1.07487415854936	0.904821729167649
MGP	0.999991456543188	0.999975843407081	1.00000706992307	0.283507678423496	-1.07247290296156	0.904821729167649
SGMS2	1.00002446491325	0.999979723572131	1.00006920825619	0.283849102471988	1.0717126828012	0.904821729167649
ADRM1	0.999880205617402	0.999661117123521	1.00009934212732	0.28394555765171	-1.0714980263579	0.904821729167649
IL7R	0.999955304688521	0.999873046698349	1.00003756944593	0.286926102399819	-1.06488913482732	0.906663312919616
LDLR	1.00001294335928	0.999989042357866	1.00003684493196	0.28851089119899	1.06139398088529	0.906663312919616
RAD52	0.999588958342174	0.998823233715539	1.0003552699938	0.293033051252736	-1.05149119503177	0.906663312919616
FMOD	0.999981236549309	0.999946215864436	1.0000162584607	0.293678998854007	-1.05008507760714	0.906663312919616
IL18	1.00010016811445	0.999912851358164	1.00028751996137	0.29461553274393	1.04805008301916	0.906663312919616
PNPT1	1.00018233808749	0.999840604197466	1.00052418877818	0.295704328541841	1.04568968107864	0.906663312919616
IRF8	0.999931284580764	0.99980210392357	1.0000604819289	0.297195763339168	-1.04246582205306	0.906663312919616
ETFB	0.999844380818286	0.999551160212526	1.00013768744098	0.2983555795421	-1.03996625310555	0.906663312919616
POLR1H	0.999441082885021	0.998387117515508	1.00049616089209	0.299023809247844	-1.03852906873331	0.906663312919616
CIITA	0.999924533999991	0.999782004600605	1.00006708371844	0.299436664123441	-1.03764219875826	0.906663312919616
TNFAIP6	1.00015707113166	0.999859609151367	1.00045462160801	0.300733282600697	1.03486217262184	0.906663312919616
OLR1	0.999948594693837	0.999851212801708	1.00004598607061	0.300885752272432	-1.03453579402492	0.906663312919616
PLVAP	0.999977865372089	0.999935815902854	1.00001991660959	0.302221104306539	-1.03168201728668	0.906663312919616
TACR1	0.998876648071886	0.996727184983516	1.00103074652251	0.306478789825032	-1.02263851988024	0.90928900381015
TNFSF15	0.999725625259563	0.999199871779815	1.00025165537738	0.306574457900888	-1.02243627739983	0.90928900381015
IFIH1	1.00007511020643	0.999930634418692	1.00021960686887	0.308244483697942	1.0189125528691	0.90928900381015
SRSF6	0.999929956441666	0.999795148362869	1.00006478269741	0.308557529821462	-1.01825343818256	0.90928900381015
TLR3	1.00015648863346	0.999852128882708	1.00046094103276	0.31362045595597	1.00765429040226	0.91869338453519
IL18R1	0.999606269042371	0.998839472472137	1.00037365427274	0.314507645156191	-1.00580860917018	0.91869338453519
NDUFS2	0.999944526724707	0.999835449376732	1.00005361597251	0.318913340471343	-0.99669342840974	0.924497455938186
IDH3B	0.999901598667923	0.999707558922739	1.00009567607554	0.320324849181407	-0.993790547089202	0.924497455938186
PDPN	1.00005180108878	0.999949570449833	1.00015404217936	0.320659027510092	0.993104507650818	0.924497455938186
COX6A1	1.00020378168622	0.999799766737549	1.00060795989565	0.322912678590183	0.988490104078322	0.925381597607819
MMP14	1.00000382182187	0.999996230942503	1.00001141275885	0.32374461297691	0.986792009000209	0.925381597607819
PFN2	1.00004955376311	0.999950432498142	1.00014868485358	0.327174051156815	0.979821877134567	0.929033033344102
SLC31A2	0.991545725085364	0.974826443288596	1.00855175985824	0.327811956210006	-0.978530616999113	0.929033033344102
TIMM50	1.00009078003081	0.999907892467736	1.00027370104483	0.330640820198241	0.972823923982633	0.932239345913675
SSPN	1.00009306583481	0.999905018517609	1.00028114851715	0.332070019813178	0.969952799885366	0.932239345913675
MRPS15	1.00013070714704	0.999865858628473	1.00039562581975	0.333439096574437	0.967209935088406	0.932239345913675
ITGA5	1.00001610891932	0.999983379981712	1.00004883892812	0.334709895137267	0.964670460775665	0.932239345913675
TIMP3	1.00000327056931	0.999996608655184	1.00000993252782	0.335942106635558	0.962214022689222	0.932239345913675
FAP	1.00004879343723	0.999947517279845	1.00015007985202	0.345037579297976	0.944258476740193	0.944256137141041
SGCD	1.00008897109457	0.999903772971191	1.00027420351959	0.346427343836905	0.941541673258112	0.944256137141041
HAS2	1.00017330260013	0.999811174875885	1.00053556148563	0.348302625339345	0.937886726270071	0.944256137141041
ISCU	0.999927565044899	0.999775625895599	1.00007952728489	0.350158572545999	-0.934281756221948	0.944256137141041
ST3GAL5	0.999805128572757	0.999395957267483	1.00021446740038	0.350733182657088	-0.933168099501208	0.944256137141041
ITGB3	1.00023215409473	0.999744424066716	1.00072012206414	0.350922236521598	0.932801945559267	0.944256137141041
FLT4	0.999765833717635	0.999272409849213	1.00025950123044	0.352469426344748	-0.929810080032127	0.944256137141041
PTGER4	0.999827669737161	0.99946387257607	1.00019159931762	0.353312343186859	-0.928183593871445	0.944256137141041
ADAMDEC1	0.999874439325825	0.999609002177973	1.00013994695811	0.353953825853089	-0.926947437162284	0.944256137141041
VPS37B	1.00007417101821	0.999916510491251	1.00023185640409	0.356517161694728	0.922021882372221	0.944256137141041
DST	1.00001542243877	0.999982638565253	1.00004820738709	0.356521721981669	0.922013139532522	0.944256137141041
VIP	0.999756855427269	0.999239366951641	1.00027461190107	0.357286105945259	-0.920548680990815	0.944256137141041
MYL9	0.999995374129825	0.99998547312494	1.00000527523274	0.359817752172701	-0.91571241404593	0.947188232992168
PRRX1	1.00002918932374	0.99996639418608	1.00009198840477	0.36227278997855	0.911042862590523	0.949896370573679
CDH11	1.00001320955854	0.999984479576543	1.00004194036597	0.367507927352054	0.901151211393498	0.956625871820946
ADGRA2	0.999959591772198	0.999871325876236	1.00004786546003	0.369603659993753	-0.897216017069541	0.956625871820946
LAPTM5	0.999984094892393	0.999949297431505	1.0000188935642	0.370342975234136	-0.895831103485671	0.956625871820946
IL1RL2	0.998979532297054	0.996744112276734	1.00121996574319	0.371715482696692	-0.893264614849557	0.956625871820946
NID2	1.00008094389002	0.999903235213485	1.00025868414998	0.372021172374812	0.892693798373117	0.956625871820946
POLE4	0.999762808341131	0.999238806364455	1.00028708510504	0.375160700070389	-0.88684807595768	0.957440823162075
THY1	0.999984996113037	0.999951785081191	1.00001820824791	0.375919478717435	-0.885439792263717	0.957440823162075
GZMA	0.999676591456297	0.998959985975915	1.00039371099472	0.376650894397093	-0.884083954119421	0.957440823162075
ATRX	1.00003755015434	0.999953947687647	1.00012115961073	0.378696786492368	0.880300048249043	0.958981215984476
COL4A1	1.00000284466048	0.999996462363601	1.00000922699809	0.382349128809211	0.873576132488117	0.960752856976102
TGM2	1.00000245977215	0.999996927750606	1.00000799182431	0.383491007894143	0.871482040323587	0.960752856976102
PDCD1LG2	1.00041423163367	0.999478475837201	1.00135086352595	0.385727099566274	0.867392299614511	0.960752856976102
LPAR1	0.999879676742914	0.999606469586648	1.00015295857072	0.388127268843115	-0.863018548441856	0.960752856976102
ACADVL	0.999982672676815	0.999943153832794	1.00002219308266	0.390155185365456	-0.859335968578973	0.960752856976102
IGFBP5	0.999998671291453	0.999995640292285	1.00000170229981	0.390233689166645	-0.859193644542747	0.960752856976102
MTX2	1.00016685300014	0.999783733532544	1.00055011928001	0.393384919519653	0.853494891246789	0.960752856976102
UQCRC1	0.999965885992593	0.999887489664588	1.00004428846727	0.393755537140471	-0.852826479885139	0.960752856976102
POSTN	1.00000348967496	0.999995467798041	1.00001151161623	0.393869442455519	0.8526211274232	0.960752856976102
NOD1	0.999699211058237	0.99900645889448	1.00039244360483	0.395001555961873	-0.850582064634861	0.960752856976102
NDUFB7	0.99992763319252	0.999760388365653	1.00009490599692	0.396452191540231	-0.847974465288043	0.960752856976102
PSEN1	1.00003351777681	0.99995600638241	1.00011103517949	0.396707260763405	0.847516559914896	0.960752856976102
TIMM13	0.999908879122231	0.999697150360065	1.00012065272705	0.399019149031483	-0.843374284887724	0.961547073985663
TNFRSF9	0.999463609300467	0.998215784314	1.00071299413724	0.399922731973016	-0.841759238974645	0.961547073985663
PLAUR	1.0000218660475	0.999970611961736	1.00007312276033	0.403071268652993	0.836148674069722	0.964724526130263
CCL17	0.999727548708899	0.999082691436316	1.00037282220419	0.407839201596752	-0.82770214936592	0.964724526130263
IFI44L	1.00002415210458	0.99996673290024	1.000081574606	0.409711566153183	0.824401318114796	0.964724526130263
CCL2	0.999957197696618	0.999855261705928	1.00005914407976	0.410554959579105	-0.822917413265356	0.964724526130263
CXCL9	1.00000804915513	0.999988860398432	1.00002723828003	0.410993608482144	0.822146350300477	0.964724526130263
FAS	1.00012629047946	0.999825068301611	1.00042760340798	0.411268679561662	0.821663075919092	0.964724526130263
MXRA5	1.00000561410862	0.999992197373229	1.00001903102402	0.412144526236489	0.820125571034252	0.964724526130263
SGCB	1.00005365490438	0.999924393409412	1.00018293310915	0.415916023574514	0.813526910989331	0.964724526130263
FBN2	0.999638117779316	0.998765842595561	1.00051115476725	0.416429344327234	-0.812631537287495	0.964724526130263
COL8A2	1.00003709817419	0.999947250250016	1.00012695417144	0.41837305672284	0.809247049639622	0.964724526130263
VPS28	0.999967375225713	0.999888252071692	1.00004650464091	0.419030187751208	-0.808104916204128	0.964724526130263
TAGLN	0.999995643662079	0.999985076212088	1.00000621122374	0.419106809297063	-0.807971811952702	0.964724526130263
