gene_symbol_std	gene_symbol	contrast	pathway_id	pathway_label	NES	p_adjust	logFC	adj.P.Val	t	is_mcd_gene	death_type	tier
IRF2	IRF2	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.289517295838439	0.0108271287954978	3.05364589926847	FALSE		
STAT3	STAT3	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.287466843458649	0.000888337109980741	3.95700186096423	FALSE		
PSEN1	PSEN1	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	0.356762348110635	0.00195822381202528	3.69075360192403	FALSE		
PTGER4	PTGER4	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	0.355392576073289	0.133118172108913	1.8639088369834	FALSE		
NAMPT	NAMPT	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	0.34410248101188	0.0947177122597805	2.05376060551513	FALSE		
CSF1	CSF1	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	0.338306379359562	0.116634409463049	1.93818878360144	FALSE		
IL4R	IL4R	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	0.32673665701385	0.101716112838527	2.01641955492153	FALSE		
IFNAR1	IFNAR1	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	0.316143972101072	7.04398282245128e-05	4.73989351572352	FALSE		
NFKB1	NFKB1	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	0.306210471285278	0.0107470153406185	3.05633234941907	FALSE		
ATP2B1	ATP2B1	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	0.298167364256106	0.0609363447445284	2.28763626915844	FALSE		
IL15	IL15	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	0.296914290169203	0.106825262289306	1.98840428631547	FALSE		
ATP2A2	ATP2A2	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	0.282700204999827	0.0394764597467214	2.5000760669818	FALSE		
SLC7A1	SLC7A1	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	0.275982541497632	0.101009323036019	2.02032475801128	FALSE		
IRF1	IRF1	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	0.272050668088121	0.136759586178543	1.84656355350437	FALSE		
CXCL11	CXCL11	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	2.09946960850318	1.83175488087643e-05	5.12806089647649	FALSE		
CXCL9	CXCL9	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	1.91778086106502	0.000270200031714902	4.33032972646164	FALSE		
CXCL10	CXCL10	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	1.8768626364426	0.000174446164092345	4.46876645345333	FALSE		
IFI44L	IFI44L	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	1.32247108743645	0.00566655801952383	3.30634759896616	FALSE		
OASL	OASL	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	1.31445257581432	0.0101602125087398	3.07765948387763	FALSE		
IFIT3	IFIT3	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	1.23836682695808	3.46041063899417e-05	4.94741318665353	FALSE		
GBP6	GBP6	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	1.23633641114525	0.00844901038154159	3.15157523549567	FALSE		
IFIT2	IFIT2	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	1.11216847868613	1.8858973961893e-05	5.12028817950943	FALSE		
DDX60	DDX60	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	1.11067653317245	6.97921966732207e-05	4.74286596589444	FALSE		
FPR1	FPR1	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	1.10828329812845	0.00114792576621404	3.87096590508721	FALSE		
RSAD2	RSAD2	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	1.08810618481507	0.00256748161732889	3.59663429211068	FALSE		
OAS2	OAS2	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	1.08613808683439	0.00109390102005664	3.88690057225677	FALSE		
OAS3	OAS3	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	1.07029436012227	5.47528736661777e-05	4.8141737068533	FALSE		
CMPK2	CMPK2	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	1.0271257336389	0.000981433011583474	3.92279594956655	FALSE		
FGL2	FGL2	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	1.0197984614034	0.000218419428226953	4.39521323207031	FALSE		
STAT1	STAT1	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.981808549940217	6.59407014665579e-07	5.99933845806263	FALSE		
SAMD9L	SAMD9L	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.953260857398941	0.000831627291042771	3.97835023848025	FALSE		
GBP4	GBP4	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.945769730110906	0.000244853618815402	4.36042485147747	FALSE		
C1S	C1S	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.918647185986389	0.00228099919058918	3.6379517802674	FALSE		
ZBP1	ZBP1	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.914303578705703	0.0230680012217126	2.74108189371985	FALSE		
IFIT1	IFIT1	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.903329046196069	0.0261728900799511	2.68449323087851	FALSE		
APOL6	APOL6	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.894003721621693	3.35170916843838e-08	6.73581046159843	FALSE		
CFB	CFB	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.881991010931434	0.00989782819752988	3.08901855961337	FALSE		
PLA2G4A	PLA2G4A	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.86649794558693	0.00260672886184677	3.59091194908171	FALSE		
HLA-DQA1	HLA-DQA1	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.865599529290655	0.0139823925546507	2.95132638777661	FALSE		
CD86	CD86	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.86549027803801	0.00341908182629324	3.48982789758364	FALSE		
CFH	CFH	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.861999518206802	0.00211122664651082	3.66320315595745	FALSE		
SSPN	SSPN	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.843050720156078	0.000460589851101156	4.16529565628905	FALSE		
PLSCR1	PLSCR1	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.830862948672327	6.09239485361526e-07	6.02049976099061	FALSE		
IFI27	IFI27	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.805490942346344	0.0322964228639264	2.59162958454085	FALSE		
CMKLR1	CMKLR1	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.789717391487459	0.00698582363543967	3.22690572926526	FALSE		
MX2	MX2	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.789637604619728	0.010430113001893	3.06719132033361	FALSE		
IDO1	IDO1	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.780001562234508	0.0919619526407587	2.07020319420545	FALSE		
IFI44	IFI44	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.77336927160572	0.0218063855606695	2.76600645616083	FALSE		
CD38	CD38	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.750070399852515	0.0508986118090021	2.3778722676875	FALSE		
SECTM1	SECTM1	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.746065012077859	0.0233299037694315	2.73594529822491	FALSE		
IRF4	IRF4	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.725254422689072	0.103253285694011	2.00782247000949	FALSE		
SLAMF7	SLAMF7	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.721873729941711	0.0608406933582698	2.28860550988063	FALSE		
XAF1	XAF1	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.718642433582553	0.0527684653156851	2.36044355452797	FALSE		
CD274	CD274	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.712080573892105	0.00318640508215118	3.51605270170181	FALSE		
IFIH1	IFIH1	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.710692286967184	0.000360515710157549	4.24058350417292	FALSE		
SAMHD1	SAMHD1	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.708517692911457	0.00123552630860203	3.8450625871885	FALSE		
FCGR1A	FCGR1A	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.701591143243471	0.031199628909699	2.60801305967223	FALSE		
TNFAIP6	TNFAIP6	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.692467702326671	0.09726844823823	2.0400821724686	FALSE		
RTP4	RTP4	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.690516211009889	0.0147159613801857	2.93043876742869	FALSE		
SERPING1	SERPING1	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.68504635147427	0.0239212973803633	2.72381471237423	FALSE		
IL7	IL7	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.681287072592315	0.0067000710763642	3.24274787233303	FALSE		
CSF2RB	CSF2RB	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.676472175323351	0.0345852762168744	2.56109443518594	FALSE		
ICAM1	ICAM1	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.661577874079091	0.0235961250375956	2.73013175776895	FALSE		
TNFSF10	TNFSF10	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.659017814191894	0.00255498935953188	3.59844230909869	FALSE		
NMI	NMI	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.64799622257417	0.000121115079386776	4.57829533069303	FALSE		
CASP1	CASP1	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.64762168612577	0.00889382345334012	3.13170124394377	FALSE		
XCL1	XCL1	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.639844210310609	0.094242578226557	2.0563483908405	FALSE		
LCP2	LCP2	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.633697180229749	0.0093889922603682	3.10932046006253	FALSE		
VCAM1	VCAM1	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.629099738108851	0.0839310432984223	2.11846189964284	FALSE		
LATS2	LATS2	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.623233963245626	0.00192062611592649	3.69723465934158	FALSE		
C1R	C1R	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.618864587557756	0.0252075766300763	2.70087339623827	FALSE		
MX1	MX1	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.617614075360288	0.0588144258264569	2.30662793391275	FALSE		
HLA-DRB1	HLA-DRB1	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.610447062073609	0.054681014298941	2.34330291860379	FALSE		
TAP1	TAP1	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.609436909428839	0.00755298090863076	3.19566605005805	FALSE		
PSMB9	PSMB9	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.606070308207169	0.0199705256732837	2.80220768430105	FALSE		
LAP3	LAP3	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.59766104498756	0.000172473869113161	4.4725023470457	FALSE		
SOD2	SOD2	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.589084513577934	0.0102898285066116	3.07236350809919	FALSE		
PARP14	PARP14	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.584262248294749	0.000948863185715297	3.93466080625288	FALSE		
CASP7	CASP7	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.56335863768001	0.000767085088200794	4.00368439269497	FALSE		
EIF2AK2	EIF2AK2	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.562834294530407	5.93882939622399e-06	5.42970629558844	FALSE		
ITGB7	ITGB7	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.547185505853604	0.071928376542031	2.20088005361684	FALSE		
CCL5	CCL5	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.542972896338933	0.115524701797267	1.94351563845689	FALSE		
RIPK2	RIPK2	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.542878417503714	0.00872068135957779	3.13896544580096	FALSE		
HIF1A	HIF1A	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.541642882188668	0.00328358847205709	3.50505371630572	FALSE		
BATF2	BATF2	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.536391153600414	0.0535253684038421	2.35385587166852	FALSE		
CASP8	CASP8	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.535833558685916	0.00974170840523869	3.09531978946837	FALSE		
ARID5B	ARID5B	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.533226371582526	0.00383031385244103	3.45056373709423	FALSE		
UBE2L6	UBE2L6	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.528726907061619	0.00171499870382427	3.73465664769533	FALSE		
MARCHF1	MARCHF1	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.525089681921515	0.0243231113774407	2.71654734904659	FALSE		
FAS	FAS	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.5214233847022	0.0090358766341899	3.12485336419833	FALSE		
IL2RB	IL2RB	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.520446855653594	0.0590301474366983	2.30489011166352	FALSE		
RNF213	RNF213	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.517884355918251	0.000246468131082793	4.35809857240383	FALSE		
TRIM21	TRIM21	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.514471674402855	0.000945730471493053	3.93579411042871	FALSE		
MYD88	MYD88	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.512445147658281	0.000599539488427298	4.08219611413789	FALSE		
EPSTI1	EPSTI1	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.511353184889587	0.073304750776193	2.19030146948609	FALSE		
IL15RA	IL15RA	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.502523377276074	0.0128782108088967	2.98497151573417	FALSE		
HERC6	HERC6	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.499296685309234	0.0484140616704365	2.40190472547883	FALSE		
ST8SIA4	ST8SIA4	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.467497775351013	0.0572315823728285	2.32044172567769	FALSE		
ZNFX1	ZNFX1	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.45745723802782	6.93636222861086e-05	4.74482108647792	FALSE		
USP18	USP18	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.447139804177222	0.0507215858254099	2.37966774847466	FALSE		
CD74	CD74	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.427694484022702	0.101368197884884	2.01830512339024	FALSE		
B2M	B2M	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.426865568105105	0.00865859685139225	3.14176403350296	FALSE		
HLA-DMA	HLA-DMA	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.421650690449596	0.110908039982921	1.96693391373375	FALSE		
ZNF707	ZNF707	high_vs_intermediate	HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	-2.18663435470751	2.03696395355408e-08	-0.537988312165219	3.25852640940135e-10	-7.19170471377587	FALSE		
TNFAIP3	TNFAIP3	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.397970822379078	0.116219775797333	1.94023318107893	FALSE		
WARS1	WARS1	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.380777680270008	0.0448606598214248	2.43948723469203	FALSE		
SPPL2A	SPPL2A	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.378393001018389	0.000340619772766742	4.25806291054002	FALSE		
BCAP31	BCAP31	high_vs_intermediate	HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	-2.18663435470751	2.03696395355408e-08	-0.521793806899874	8.42361340199087e-09	-6.52263652947664	FALSE		
PNP	PNP	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.374427765230556	0.0573647362318213	2.31923560619581	FALSE		
ADAR	ADAR	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.357793370871704	0.000195523237941034	4.43110032923818	FALSE		
NAMPT	NAMPT	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.34410248101188	0.0947177122597805	2.05376060551513	FALSE		
JAK2	JAK2	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.34104618890361	0.0411652652456001	2.4802021635851	FALSE		
CASP4	CASP4	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.34056628774885	0.0528216972760899	2.35987677987792	FALSE		
PSMB8	PSMB8	high_vs_low	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.90403690246523	6.54326700544713e-22	0.333677139127065	0.0703719904150171	2.21244273780318	FALSE		
