gene_symbol_std	contrast	pathway_id	pathway_label	NES	p_adjust	gene_symbol_raw	gene_symbol_raw_deg	logFC	adj.P.Val	t	gene_symbol	direction	abs_logFC
ITGA2	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	ITGA2	ITGA2	0.855467647926678	0.00594958678640315	3.28831948489412	ITGA2	positive_pathway	0.855467647926678
FN1	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	FN1	FN1	0.852340873073748	0.0543393880938779	2.34643971101363	FN1	positive_pathway	0.852340873073748
LUM	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	LUM	LUM	0.84562129167422	0.0187200110668859	2.82952851251091	LUM	positive_pathway	0.84562129167422
DCN	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	DCN	DCN	0.820850659412276	0.0116274705791746	3.02470004225779	DCN	positive_pathway	0.820850659412276
LOX	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	LOX	LOX	0.800623879699831	0.021921452108644	2.76363852265522	LOX	positive_pathway	0.800623879699831
THBS1	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	THBS1	THBS1	0.796317972501825	0.0463950784930552	2.42292368154349	THBS1	positive_pathway	0.796317972501825
TGM2	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	TGM2	TGM2	0.795883878626148	0.0214735515667651	2.77199208530575	TGM2	positive_pathway	0.795883878626148
PRRX1	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	PRRX1	PRRX1	0.784590237061081	0.0403254060923477	2.48996882896739	PRRX1	positive_pathway	0.784590237061081
COL8A2	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	COL8A2	COL8A2	0.784009775217815	0.055666079611396	2.33430773401421	COL8A2	positive_pathway	0.784009775217815
ECM2	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	ECM2	ECM2	0.761990497793839	0.00221022995255531	3.64834199193158	ECM2	positive_pathway	0.761990497793839
COL1A2	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	COL1A2	COL1A2	0.760081564033584	0.0584265088825933	2.30991645672521	COL1A2	positive_pathway	0.760081564033584
PMEPA1	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	PMEPA1	PMEPA1	0.751735204234483	0.011210727900182	3.03962834859133	PMEPA1	positive_pathway	0.751735204234483
DPYSL3	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	DPYSL3	DPYSL3	0.749761797605157	0.00622830296206868	3.27058018647883	DPYSL3	positive_pathway	0.749761797605157
PLOD2	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	PLOD2	PLOD2	0.746440005261126	0.0104254099839298	3.06739019870162	PLOD2	positive_pathway	0.746440005261126
FBN2	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	FBN2	FBN2	0.743772549037135	0.0519777524137016	2.36784582851886	FBN2	positive_pathway	0.743772549037135
FBLN2	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	FBLN2	FBLN2	0.7406980439152	0.0362860770400139	2.53972246294939	FBLN2	positive_pathway	0.7406980439152
COL4A1	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	COL4A1	COL4A1	0.736258099335847	0.00225197152330462	3.64217864185404	COL4A1	positive_pathway	0.736258099335847
SGCD	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	SGCD	SGCD	0.727293377219433	0.0128396401096806	2.98613318831139	SGCD	positive_pathway	0.727293377219433
COL5A1	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	COL5A1	COL5A1	0.708253978384832	0.0685915316666863	2.22591462574959	COL5A1	positive_pathway	0.708253978384832
CAPG	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	CAPG	CAPG	0.703988720328783	0.0189116083883044	2.82507751066067	CAPG	positive_pathway	0.703988720328783
ITGB3	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	ITGB3	ITGB3	0.703430354123739	0.0124241043710407	2.99959731979075	ITGB3	positive_pathway	0.703430354123739
DAB2	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	DAB2	DAB2	0.700060668136368	0.000562589155245515	4.10247681809672	DAB2	positive_pathway	0.700060668136368
TPM1	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	TPM1	TPM1	0.692772690352811	0.00265721909898949	3.58391981965253	TPM1	positive_pathway	0.692772690352811
NID2	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	NID2	NID2	0.689016922017453	0.0195488983520207	2.81089139122086	NID2	positive_pathway	0.689016922017453
PLAUR	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	PLAUR	PLAUR	0.684460894924806	0.0362057361709379	2.54095524052805	PLAUR	positive_pathway	0.684460894924806
GEM	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	GEM	GEM	0.678239130702112	0.022405585018192	2.75404580439078	GEM	positive_pathway	0.678239130702112
FBLN5	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	FBLN5	FBLN5	0.672339072955309	0.0141320671724045	2.94721773318052	FBLN5	positive_pathway	0.672339072955309
CTHRC1	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	CTHRC1	CTHRC1	0.668189677718965	0.105990739343799	1.99270949729402	CTHRC1	positive_pathway	0.668189677718965
LRP1	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	LRP1	LRP1	0.666669600949382	0.00144221652228908	3.79215190863159	LRP1	positive_pathway	0.666669600949382
FMOD	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	FMOD	FMOD	0.661546186841598	0.0142450886054195	2.94392291296596	FMOD	positive_pathway	0.661546186841598
SLIT2	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	SLIT2	SLIT2	0.660030110181169	0.0172162639693719	2.86619271900313	SLIT2	positive_pathway	0.660030110181169
FLNA	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	FLNA	FLNA	0.658146014657287	0.0238077489888499	2.72631289579396	FLNA	positive_pathway	0.658146014657287
ACTA2	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	ACTA2	ACTA2	0.654100689102643	0.0464875385687639	2.42203791986912	ACTA2	positive_pathway	0.654100689102643
FSTL1	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	FSTL1	FSTL1	0.648870571305972	0.0155047101162945	2.90859760066691	FSTL1	positive_pathway	0.648870571305972
GJA1	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	GJA1	GJA1	0.647724286659753	0.00747983257196184	3.19954305353164	GJA1	positive_pathway	0.647724286659753
PMP22	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	PMP22	PMP22	0.637455646238877	0.0123714440626531	3.00140283242586	PMP22	positive_pathway	0.637455646238877
VCAM1	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	VCAM1	VCAM1	0.629099738108851	0.0839310432984223	2.11846189964284	VCAM1	positive_pathway	0.629099738108851
SPARC	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	SPARC	SPARC	0.624573179389026	0.0414051581069553	2.47763548553994	SPARC	positive_pathway	0.624573179389026
TNC	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	TNC	TNC	0.616696446481946	0.152323647490685	1.78188496158256	TNC	positive_pathway	0.616696446481946
SNAI2	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	SNAI2	SNAI2	0.616033217455586	0.100260525441472	2.02421808861641	SNAI2	positive_pathway	0.616033217455586
WIPF1	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	WIPF1	WIPF1	0.614271825478381	0.00727127677558631	3.21089002663284	WIPF1	positive_pathway	0.614271825478381
LAMC1	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	LAMC1	LAMC1	0.611640878675773	0.000438108613629318	4.18081529314993	LAMC1	positive_pathway	0.611640878675773
ELN	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	ELN	ELN	0.610747017197838	0.0617677871798933	2.28037759834895	ELN	positive_pathway	0.610747017197838
SNTB1	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	SNTB1	SNTB1	0.607391731470953	0.00895531831846536	3.128802395858	SNTB1	positive_pathway	0.607391731470953
FERMT2	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	FERMT2	FERMT2	0.606420656717538	0.0052428234970382	3.33621169370416	FERMT2	positive_pathway	0.606420656717538
FGF2	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	FGF2	FGF2	0.605485550114594	0.0624974434994326	2.27395539018102	FGF2	positive_pathway	0.605485550114594
SDC4	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	SDC4	SDC4	0.594652296246991	0.0169961782034231	2.87135445746836	SDC4	positive_pathway	0.594652296246991
FBLN1	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	FBLN1	FBLN1	0.593202334942856	0.120901307990962	1.91782292434685	FBLN1	positive_pathway	0.593202334942856
TGFBI	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	TGFBI	TGFBI	0.591702249239597	0.106874994418268	1.98791289467292	TGFBI	positive_pathway	0.591702249239597
CDH6	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	CDH6	CDH6	0.581302793609094	0.0327530479137915	2.58516217175167	CDH6	positive_pathway	0.581302793609094
PDGFRB	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	PDGFRB	PDGFRB	0.578122795134134	0.0218179956667245	2.76570950253177	PDGFRB	positive_pathway	0.578122795134134
TGFBR3	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	TGFBR3	TGFBR3	0.572546564105975	0.0183354115206078	2.83892207741882	TGFBR3	positive_pathway	0.572546564105975
CALU	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	CALU	CALU	0.556127539451035	0.0047111988941559	3.37704116298162	CALU	positive_pathway	0.556127539451035
MMP14	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	MMP14	MMP14	0.554166188325976	0.0763729431508222	2.16890534400742	MMP14	positive_pathway	0.554166188325976
IL32	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	IL32	IL32	0.549230181755982	0.0844999466572634	2.11477516263777	IL32	positive_pathway	0.549230181755982
GLIPR1	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	GLIPR1	GLIPR1	0.543555330808265	0.0386809911153155	2.50965612508443	GLIPR1	positive_pathway	0.543555330808265
CAP2	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	CAP2	CAP2	0.523692005948667	0.0174926286307247	2.85904412042387	CAP2	positive_pathway	0.523692005948667
FAS	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	FAS	FAS	0.5214233847022	0.0090358766341899	3.12485336419833	FAS	positive_pathway	0.5214233847022
LOXL2	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	LOXL2	LOXL2	0.517438349468955	0.150176023429437	1.791204367562	LOXL2	positive_pathway	0.517438349468955
COL4A2	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	COL4A2	COL4A2	0.498087095033515	0.0273800525456744	2.66494907019395	COL4A2	positive_pathway	0.498087095033515
TIMP3	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	TIMP3	TIMP3	0.484690034980435	0.105885075540337	1.99337134331525	TIMP3	positive_pathway	0.484690034980435
TAGLN	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	TAGLN	TAGLN	0.48088937952002	0.153341619949856	1.77792659073994	TAGLN	positive_pathway	0.48088937952002
MYL9	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	MYL9	MYL9	0.479578060689233	0.101917905529809	2.01519454291819	MYL9	positive_pathway	0.479578060689233
TPM4	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	TPM4	TPM4	0.453280722902104	0.0126585710848982	2.99149335421652	TPM4	positive_pathway	0.453280722902104
EDIL3	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	EDIL3	EDIL3	0.452386807095897	0.144711300429475	1.81335098100535	EDIL3	positive_pathway	0.452386807095897
DST	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	DST	DST	0.44818817765322	0.00358823881768273	3.47330989571264	DST	positive_pathway	0.44818817765322
MATN2	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	MATN2	MATN2	0.445798520598449	0.0946830136595386	2.05395751158781	MATN2	positive_pathway	0.445798520598449
CD44	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	CD44	CD44	0.433852188023142	0.0330690399006347	2.58076044000216	CD44	positive_pathway	0.433852188023142
THY1	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	THY1	THY1	0.405653168634118	0.154060569140459	1.77489277223164	THY1	positive_pathway	0.405653168634118
TNFAIP3	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	TNFAIP3	TNFAIP3	0.397970822379078	0.116219775797333	1.94023318107893	TNFAIP3	positive_pathway	0.397970822379078
COPA	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	COPA	COPA	0.380634095891017	0.000285151900661802	4.31355087724057	COPA	positive_pathway	0.380634095891017
SGCB	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	SGCB	SGCB	0.376902361951974	0.00506394520337032	3.35042897121657	SGCB	positive_pathway	0.376902361951974
ITGB5	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	ITGB5	ITGB5	0.376317948801483	0.0728005675540002	2.1941466298616	ITGB5	positive_pathway	0.376317948801483
ID2	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	ID2	ID2	0.334579234924828	0.0225757846872063	2.75079870900924	ID2	positive_pathway	0.334579234924828
IL15	high_vs_low	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.8706017450041	6.54326700544713e-22	IL15	IL15	0.296914290169203	0.106825262289306	1.98840428631547	IL15	positive_pathway	0.296914290169203
CXCL11	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	CXCL11	CXCL11	2.09946960850318	1.83175488087643e-05	5.12806089647649	CXCL11	positive_pathway	2.09946960850318
SLC4A4	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	SLC4A4	SLC4A4	1.92508313043708	0.00123065385202698	3.84645125403109	SLC4A4	positive_pathway	1.92508313043708
CXCL9	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	CXCL9	CXCL9	1.91778086106502	0.000270200031714902	4.33032972646164	CXCL9	positive_pathway	1.91778086106502
CXCL10	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	CXCL10	CXCL10	1.8768626364426	0.000174446164092345	4.46876645345333	CXCL10	positive_pathway	1.8768626364426
EREG	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	EREG	EREG	1.7017351390672	0.0237258874863756	2.7279440093294	EREG	positive_pathway	1.7017351390672
SLC28A2	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	SLC28A2	SLC28A2	1.63863793498472	0.0174926286307247	2.85884639625736	SLC28A2	positive_pathway	1.63863793498472
VIP	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	VIP	VIP	1.58185529631434	0.00906360386546365	3.1235515794713	VIP	positive_pathway	1.58185529631434
MEP1A	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	MEP1A	MEP1A	1.51844600653129	0.0501715131173532	2.38505461597983	MEP1A	positive_pathway	1.51844600653129
MSR1	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	MSR1	MSR1	1.44757119176316	1.68042836152096e-05	5.15168196615654	MSR1	positive_pathway	1.44757119176316
OLR1	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	OLR1	OLR1	1.42731916524477	0.00938381880389185	3.1095501951625	OLR1	positive_pathway	1.42731916524477
CXCL6	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	CXCL6	CXCL6	1.39069477668671	0.045343866428559	2.43391083915023	CXCL6	positive_pathway	1.39069477668671
AQP9	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	AQP9	AQP9	1.32373573190451	0.00345013449311205	3.48682792470088	AQP9	positive_pathway	1.32373573190451
TNFSF15	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	TNFSF15	TNFSF15	1.29387471649259	8.47645783007602e-05	4.68835144405904	TNFSF15	positive_pathway	1.29387471649259
TLR3	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	TLR3	TLR3	1.28298174087552	4.44272115889342e-06	5.51022374051607	TLR3	positive_pathway	1.28298174087552
CCL20	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	CCL20	CCL20	1.2469395045378	0.0802721392924567	2.14170809981623	CCL20	positive_pathway	1.2469395045378
CXCL8	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	CXCL8	CXCL8	1.21600741191726	0.0217389497904763	2.76734277582771	CXCL8	positive_pathway	1.21600741191726
INHBA	high_vs_low	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.92607686680403	4.58401566144164e-23	INHBA	INHBA	1.18431737455077	0.00490013429865697	3.36299080450009	INHBA	positive_pathway	1.18431737455077
