gene_symbol_std	gene_symbol	n_record	n_contrast	n_pathway	pathway_list	contrast_list	max_abs_logFC	signed_logFC	min_adjP	max_abs_t	is_mcd_gene	death_type	tier	score
IRF4	IRF4	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	1.26752214445227	1.26752214445227	2.26885574949002e-05	4.7242590977654	FALSE			7
PCDH7	PCDH7	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	1.15087326338156	1.15087326338156	0.00273432885900361	3.57340334780884	FALSE			7
SLAMF1	SLAMF1	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	1.14761070853979	1.14761070853979	1.77949641075356e-05	4.78628649370838	FALSE			7
MMP3	MMP3	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	1.13672568123693	1.13672568123693	0.0288437771177673	2.46091729989547	FALSE			7
HLA-DQA1	HLA-DQA1	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	1.12969153444934	1.12969153444934	1.35119433861889e-05	4.85546315250495	FALSE			7
MXRA5	MXRA5	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	1.12756910104302	1.12756910104302	0.00739771120301517	3.20422965566603	FALSE			7
SPOCK1	SPOCK1	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	1.12354380530161	1.12354380530161	0.000982628574595843	3.6715427181558	FALSE			7
SFRP4	SFRP4	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	1.11451047725697	1.11451047725697	0.001240432483351	3.59767739421782	FALSE			7
IFIT2	IFIT2	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	1.11216847868613	1.11216847868613	1.8858973961893e-05	5.12028817950943	FALSE			7
DDX60	DDX60	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	1.11067653317245	1.11067653317245	6.97921966732207e-05	4.74286596589444	FALSE			7
FBN2	FBN2	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	1.09007721066175	1.09007721066175	2.84259326787736e-05	4.6653119653452	FALSE			7
MFAP5	MFAP5	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	1.08867646984847	1.08867646984847	0.0212517099454942	2.58784082074756	FALSE			7
COL12A1	COL12A1	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	1.07982293455304	1.07982293455304	0.00932245308187741	3.11249380258343	FALSE			7
COL6A3	COL6A3	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	1.07735879899849	1.07735879899849	0.000235636781916655	4.0955101846516	FALSE			7
CDH11	CDH11	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	1.07680117347171	1.07680117347171	0.00445390421778603	3.39778273258771	FALSE			7
OAS3	OAS3	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	1.07029436012227	1.07029436012227	5.47528736661777e-05	4.8141737068533	FALSE			7
DCN	DCN	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	1.05317220217822	1.05317220217822	1.548399518095e-05	4.82136450294208	FALSE			7
ADAM12	ADAM12	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	1.02911783906842	1.02911783906842	0.00702161514772711	3.01541516563764	FALSE			7
MEFV	MEFV	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	1.0276680489447	1.0276680489447	4.94967020106467e-05	4.52070006940112	FALSE			7
CMPK2	CMPK2	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	1.0271257336389	1.0271257336389	0.000981433011583474	3.92279594956655	FALSE			7
STAT1	STAT1	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.981808549940217	0.981808549940217	6.59407014665579e-07	5.99933845806263	FALSE			7
ABCA1	ABCA1	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	0.975494246002762	0.975494246002762	3.76839957254774e-10	7.162258394142	FALSE			7
SGMS2	SGMS2	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	0.965976678116815	0.965976678116815	8.37490384040734e-07	5.52330764862873	FALSE			7
ITGAV	ITGAV	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.959777511816574	0.959777511816574	4.96848027890859e-07	5.78096084316419	FALSE			7
MARCHF1	MARCHF1	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.912504697152706	0.912504697152706	1.1715593647332e-08	6.45385065880102	FALSE			7
SAMHD1	SAMHD1	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.909177136077674	0.909177136077674	2.82989439641001e-08	6.27036221282225	FALSE			7
NLRP3	NLRP3	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	0.894370259090803	0.894370259090803	3.16989252946609e-06	5.21277756360903	FALSE			7
APOL6	APOL6	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.894003721621693	0.894003721621693	3.35170916843838e-08	6.73581046159843	FALSE			7
COL4A1	COL4A1	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.867576811946583	0.867576811946583	1.94997188101267e-06	5.32803793447912	FALSE			7
ITGB1	ITGB1	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.863117976115754	0.863117976115754	1.99603083983773e-06	5.32251979777059	FALSE			7
SSPN	SSPN	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.843050720156078	0.843050720156078	3.32536523148958e-06	5.20123443227096	FALSE			7
GLIPR1	GLIPR1	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.829065286655642	0.829065286655642	4.31954003112678e-06	5.13796577369154	FALSE			7
ARID5B	ARID5B	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.758669120211355	0.758669120211355	1.93600210784105e-08	6.35013444701213	FALSE			7
SNAPC4	SNAPC4	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.758120402299571	-0.758120402299571	5.6506582747194e-09	6.88891261900362	FALSE			7
PTGER4	PTGER4	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	0.753402403207235	0.753402403207235	2.28363993400922e-06	5.29075795292331	FALSE			7
WIPF1	WIPF1	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.752523548059598	0.752523548059598	6.24176436547082e-06	5.04728248860897	FALSE			7
CD274	CD274	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.7288067619379	0.7288067619379	8.56613475819566e-06	4.97036352142617	FALSE			7
TAF10	TAF10	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.702730982756582	-0.702730982756582	6.72040697846133e-10	7.04237614422454	FALSE			7
TAF1C	TAF1C	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.676182907533363	-0.676182907533363	8.93850316639956e-10	6.98520892587996	FALSE			7
ATP5F1E	ATP5F1E	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.67404914054712	-0.67404914054712	1.15019434307674e-09	6.93349796476855	FALSE			7
COX6B1	COX6B1	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.657691179292557	-0.657691179292557	4.63404891909626e-09	6.6462903293576	FALSE			7
POLD1	POLD1	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.632865845045056	-0.632865845045056	6.59164296826208e-10	7.04663697119288	FALSE			7
ECH1	ECH1	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.626150698250462	-0.626150698250462	1.25236588508828e-09	6.91690971255153	FALSE			7
NDUFA3	NDUFA3	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.618673087820471	-0.618673087820471	6.26412303729085e-08	6.0995610511736	FALSE			7
DST	DST	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.581752018262564	0.581752018262564	5.02312713335618e-07	5.63950886234919	FALSE			7
NDUFB8	NDUFB8	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.571822420126104	-0.571822420126104	7.75515417525364e-06	4.99450397540659	FALSE			7
JAK2	JAK2	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.564301783621992	0.564301783621992	8.35584311362505e-07	5.52384054017845	FALSE			7
ATP6V0B	ATP6V0B	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.558131587198882	-0.558131587198882	1.01272097497445e-07	5.99396028730389	FALSE			7
COX4I1	COX4I1	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.555374446838168	-0.555374446838168	1.47371875264897e-08	6.40617881745536	FALSE			7
POLR1H	POLR1H	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.547087620711947	-0.547087620711947	3.33927099779407e-08	6.23380743848872	FALSE			7
ATP5PO	ATP5PO	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.546373919938325	-0.546373919938325	3.98756316432424e-06	5.15709306741691	FALSE			7
ZNF707	ZNF707	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.537988312165219	-0.537988312165219	3.25852640940135e-10	7.19170471377587	FALSE			7
EDF1	EDF1	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.535952583493291	-0.535952583493291	2.42524863916363e-07	5.80285514495957	FALSE			7
COX7B	COX7B	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.523097963169756	-0.523097963169756	5.30526205143522e-08	6.13513620644224	FALSE			7
BCAP31	BCAP31	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.521793806899874	-0.521793806899874	8.42361340199087e-09	6.52263652947664	FALSE			7
ALYREF	ALYREF	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.507182235214984	-0.507182235214984	4.90121423636473e-07	5.64503173061348	FALSE			7
NELFE	NELFE	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.50566929710523	-0.50566929710523	4.80054223173016e-10	7.11355568223053	FALSE			7
NDUFA2	NDUFA2	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.504081513750471	-0.504081513750471	8.42361340199087e-09	6.52244780321295	FALSE			7
MRPS15	MRPS15	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.501196072788332	-0.501196072788332	1.26488898558839e-08	6.43781448190985	FALSE			7
ACADVL	ACADVL	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.49169437982094	-0.49169437982094	6.09324440182398e-06	5.05318780856907	FALSE			7
POLR2E	POLR2E	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.490862087461868	-0.490862087461868	1.56779645383323e-10	7.3344762157166	FALSE			7
NCOA3	NCOA3	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.484653287666026	0.484653287666026	2.14137171732656e-07	5.83051187130964	FALSE			7
MRPL11	MRPL11	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.481709710555323	-0.481709710555323	1.52076118030659e-08	6.39878006341946	FALSE			7
IDH3G	IDH3G	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.467094531222962	-0.467094531222962	1.91529819347982e-09	6.8307378950873	FALSE			7
SGCB	SGCB	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.465552053490126	0.465552053490126	1.73183068502537e-06	5.35581742924266	FALSE			7
TARBP2	TARBP2	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.458856028863385	-0.458856028863385	2.27005040081411e-08	6.31635264891894	FALSE			7
ATP5MC2	ATP5MC2	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.45011404667591	-0.45011404667591	1.4158526333192e-06	5.40282882513338	FALSE			7
NELFB	NELFB	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.447944311976761	-0.447944311976761	4.05248333394976e-09	6.675312017043	FALSE			7
NDUFAB1	NDUFAB1	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.444114834096215	-0.444114834096215	1.60267392783813e-07	5.89413689374381	FALSE			7
NDUFC1	NDUFC1	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.433634507368045	-0.433634507368045	9.20903022747189e-07	5.50144843735392	FALSE			7
AAAS	AAAS	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.423557886828309	-0.423557886828309	3.86858518733109e-08	6.20262059752912	FALSE			7
ATP6V1F	ATP6V1F	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.42001537253673	-0.42001537253673	2.60280703676663e-06	5.25960955145045	FALSE			7
EIF4E3	EIF4E3	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.411070606887455	0.411070606887455	8.45322458142693e-06	4.9736605125297	FALSE			7
ERCC2	ERCC2	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.404618924805646	-0.404618924805646	1.92708823162986e-07	5.85398592152389	FALSE			7
MRPL40	MRPL40	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.392578580757875	-0.392578580757875	5.41098216396362e-06	5.08214872626229	FALSE			7
STAT3	STAT3	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.370077004794015	0.370077004794015	1.71560137678699e-08	6.37410938473312	FALSE			7
DDB2	DDB2	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.365790583709245	-0.365790583709245	4.7952060154455e-06	5.1119814815753	FALSE			7
GTF3C5	GTF3C5	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.324737779286504	-0.324737779286504	5.46552911833775e-06	5.07969516861046	FALSE			7
IL6	IL6	3	1	3	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION; HALLMARK_INFLAMMATORY_RESPONSE; HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_intermediate	1.00429473599112	1.00429473599112	0.00822585234489427	2.95678063854485	FALSE			7
IL10RA	IL10RA	3	1	3	HALLMARK_INFLAMMATORY_RESPONSE; HALLMARK_INTERFERON_GAMMA_RESPONSE; HALLMARK_KRAS_SIGNALING_UP	high_vs_intermediate	0.843104404976891	0.843104404976891	5.00610932142194e-06	5.10145070753132	FALSE			7
PDE4B	PDE4B	2	1	2	HALLMARK_INFLAMMATORY_RESPONSE; HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_intermediate	1.02077473693378	1.02077473693378	9.88191232145558e-09	6.48943826152922	FALSE			7
RELN	RELN	1	1	1	HALLMARK_KRAS_SIGNALING_UP	high_vs_intermediate	1.78608864337293	1.78608864337293	6.52125611624381e-07	5.58090139973275	FALSE			7
TLR8	TLR8	1	1	1	HALLMARK_KRAS_SIGNALING_UP	high_vs_intermediate	1.62733579113263	1.62733579113263	2.75946033116858e-10	7.22454503613198	FALSE			7
F13A1	F13A1	1	1	1	HALLMARK_KRAS_SIGNALING_UP	high_vs_intermediate	1.56313259571816	1.56313259571816	2.54957207823721e-09	6.77062793203576	FALSE			7
MMP16	MMP16	1	1	1	HALLMARK_UV_RESPONSE_DN	high_vs_intermediate	1.39244373446463	1.39244373446463	2.55495771982483e-13	8.56653280707365	FALSE			7
KIT	KIT	1	1	1	HALLMARK_UV_RESPONSE_DN	high_vs_intermediate	1.31770399834108	1.31770399834108	2.77040940979358e-13	8.55015129118532	FALSE			7
GUCY1A1	GUCY1A1	1	1	1	HALLMARK_KRAS_SIGNALING_UP	high_vs_intermediate	1.31523778752978	1.31523778752978	4.52093943724918e-12	8.0219995574238	FALSE			7
SYNE1	SYNE1	1	1	1	HALLMARK_UV_RESPONSE_DN	high_vs_intermediate	1.13282121305282	1.13282121305282	1.25958409283159e-13	8.69947919028239	FALSE			7
ADGRL2	ADGRL2	1	1	1	HALLMARK_UV_RESPONSE_DN	high_vs_intermediate	1.04845190161977	1.04845190161977	5.43290679497314e-14	8.85363978572689	FALSE			7
DLC1	DLC1	1	1	1	HALLMARK_UV_RESPONSE_DN	high_vs_intermediate	1.00717496339167	1.00717496339167	9.30926885674741e-12	7.88131009579746	FALSE			7
WNT5A	WNT5A	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.98989364465152	0.98989364465152	0.00468917412840985	3.37901030310269	FALSE			6
FBLN1	FBLN1	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.978851251563698	0.978851251563698	0.000373962061090561	3.96073452162416	FALSE			6
FAP	FAP	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.969727385670208	0.969727385670208	0.000774422687263119	3.74453654274802	FALSE			6
SAMD9L	SAMD9L	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.953260857398941	0.953260857398941	0.000831627291042771	3.97835023848025	FALSE			6
GBP4	GBP4	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.945769730110906	0.945769730110906	0.000154813182667695	4.36042485147747	FALSE			6
NTM	NTM	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.925003772587549	0.925003772587549	0.00945636153608911	3.10633852552201	FALSE			6
LUM	LUM	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.921809057086918	0.921809057086918	0.000606887789609805	3.81785379856334	FALSE			6
GPR183	GPR183	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	0.921503873320443	0.921503873320443	0.000105540836215714	4.31859248741087	FALSE			6
C1S	C1S	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.918647185986389	0.918647185986389	0.000122108624181989	4.27872418684742	FALSE			6
PDPN	PDPN	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	0.911938613757574	0.911938613757574	0.0364224703106998	2.53759953205363	FALSE			6
MMP2	MMP2	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.898587285322424	0.898587285322424	0.0219755608489877	2.65777570505191	FALSE			6
MATN3	MATN3	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.88375225521501	0.88375225521501	0.0111684747834395	2.84146801056038	FALSE			6
LOX	LOX	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.879490759186274	0.879490759186274	0.000353867063689585	3.97671036093976	FALSE			6
ADGRE1	ADGRE1	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	0.876672322211344	0.876672322211344	0.000235163641734797	4.09606044341254	FALSE			6
PLA2G4A	PLA2G4A	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.86649794558693	0.86649794558693	0.00260672886184677	3.59091194908171	FALSE			6
CD86	CD86	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.86549027803801	0.86549027803801	1.74781063817039e-05	4.79101144319411	FALSE			6
FSTL1	FSTL1	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.858138654633105	0.858138654633105	1.74268438680361e-05	4.79182437775456	FALSE			6
ITGA2	ITGA2	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.855467647926678	0.855467647926678	0.00594958678640315	3.28831948489412	FALSE			6
FN1	FN1	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.852340873073748	0.852340873073748	0.0317550999328903	2.42017676915156	FALSE			6
PIK3R5	PIK3R5	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	0.849427005196983	0.849427005196983	2.53862142174347e-05	4.69519424904517	FALSE			6
CLEC5A	CLEC5A	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	0.848348552807247	0.848348552807247	0.0243195618042414	2.53259423014629	FALSE			6
NPFFR2	NPFFR2	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	0.845177511743252	0.845177511743252	0.0307625829471974	2.43352734742028	FALSE			6
EDIL3	EDIL3	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.835136579564778	0.835136579564778	0.00011192976048267	4.30231252784952	FALSE			6
ACTA2	ACTA2	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.828205641249721	0.828205641249721	0.000577698107048235	3.83266752831804	FALSE			6
IDO1	IDO1	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.823806321128341	0.823806321128341	0.00619779702880604	3.06068378063074	FALSE			6
VPS37D	VPS37D	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.81923589584161	-0.81923589584161	0.0020083680726481	3.68233932515852	FALSE			6
NDUFA7	NDUFA7	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.813516445866528	-0.813516445866528	0.00014029047154046	4.53526639697345	FALSE			6
ELN	ELN	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.798412202343377	0.798412202343377	0.000774749762947904	3.74434770180736	FALSE			6
GEM	GEM	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.797655174013094	0.797655174013094	0.000159083078493936	4.20562281315023	FALSE			6
EDN1	EDN1	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	0.790211800191881	0.790211800191881	0.00999549267683853	3.08484977074893	FALSE			6
BCKDHA	BCKDHA	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.779092962382579	-0.779092962382579	0.000546157828281195	3.84980395960823	FALSE			6
TIMP3	TIMP3	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.768491221447478	0.768491221447478	0.000386639677696518	3.95085411706813	FALSE			6
LAMP3	LAMP3	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	0.760516102735068	0.760516102735068	0.0282827635318337	2.54759321898929	FALSE			6
COL1A2	COL1A2	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.760081564033584	0.760081564033584	0.0274623918301588	2.48149329485851	FALSE			6
SLAMF7	SLAMF7	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.752637677996079	0.752637677996079	0.00251142183457741	3.3701413555782	FALSE			6
DPYSL3	DPYSL3	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.749761797605157	0.749761797605157	0.00422577425134067	3.27058018647883	FALSE			6
PLOD2	PLOD2	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.746440005261126	0.746440005261126	0.00384043375424665	3.22738032499368	FALSE			6
CDH6	CDH6	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.743534887449192	0.743534887449192	4.41916625867189e-05	4.55093518742251	FALSE			6
FBLN2	FBLN2	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.7406980439152	0.7406980439152	0.0327389815919309	2.53972246294939	FALSE			6
OSMR	OSMR	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	0.710839385366384	0.710839385366384	0.0014236924796649	3.79687238429776	FALSE			6
IFIH1	IFIH1	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.710692286967184	0.710692286967184	0.000360515710157549	4.24058350417292	FALSE			6
C5AR1	C5AR1	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	0.704306244660801	0.704306244660801	0.00048876713089302	3.88222395530063	FALSE			6
FCGR1A	FCGR1A	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.701591143243471	0.701591143243471	0.031199628909699	2.60801305967223	FALSE			6
AXL	AXL	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	0.699293158950813	0.699293158950813	0.010043418700948	3.08244971475387	FALSE			6
