gene_symbol_std	gene_symbol	n_record	n_contrast	n_pathway	pathway_list	contrast_list	max_abs_logFC	signed_logFC	min_adjP	max_abs_t	is_mcd_gene	death_type	tier	score
TPM1	TPM1	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.692772690352811	0.692772690352811	0.00265721909898949	3.58391981965253	FALSE			6
SERPING1	SERPING1	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.68504635147427	0.68504635147427	0.0154770787250285	2.72381471237423	FALSE			6
IL7	IL7	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.681287072592315	0.681287072592315	0.0067000710763642	3.24274787233303	FALSE			6
NDUFV2	NDUFV2	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.674358139457292	-0.674358139457292	7.69219225552221e-05	4.40409090234358	FALSE			6
PTGER2	PTGER2	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	0.673792218044451	0.673792218044451	0.027307551337024	2.66608529462522	FALSE			6
LRP1	LRP1	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.666669600949382	0.666669600949382	2.54934238698419e-05	4.69398793459001	FALSE			6
FMOD	FMOD	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.661546186841598	0.661546186841598	0.0142450886054195	2.94392291296596	FALSE			6
TNC	TNC	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.65533919824206	0.65533919824206	0.0320601492824708	2.41601801501504	FALSE			6
CASP1	CASP1	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.64762168612577	0.64762168612577	0.00889382345334012	3.13170124394377	FALSE			6
SPARC	SPARC	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.646831492923097	0.646831492923097	0.00434924801716098	3.18560154069188	FALSE			6
ATP5ME	ATP5ME	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.643598827959145	-0.643598827959145	6.74171886066159e-05	4.43858425122849	FALSE			6
XCL1	XCL1	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.639844210310609	0.639844210310609	0.0458302535687849	2.25786609872684	FALSE			6
PMP22	PMP22	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.637455646238877	0.637455646238877	0.00934425952729422	3.00140283242586	FALSE			6
LATS2	LATS2	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.623233963245626	0.623233963245626	0.000268073810480779	4.0575825876158	FALSE			6
HLA-DRB1	HLA-DRB1	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.622238011328049	0.622238011328049	0.00802648931260362	2.96582453012336	FALSE			6
C1R	C1R	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.618864587557756	0.618864587557756	0.0150385685990684	2.72652838863431	FALSE			6
RNF144B	RNF144B	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	0.617953428086716	0.617953428086716	0.00156512130080503	3.76398281648012	FALSE			6
SNAI2	SNAI2	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.616033217455586	0.616033217455586	0.0483575130427974	2.23418745643447	FALSE			6
TAGLN	TAGLN	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.603273983369428	0.603273983369428	0.0130702620271922	2.78131883276527	FALSE			6
TLR2	TLR2	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	0.599987355396964	0.599987355396964	0.0316380960854946	2.5475589596431	FALSE			6
LAP3	LAP3	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.59766104498756	0.59766104498756	0.000172473869113161	4.4725023470457	FALSE			6
MATN2	MATN2	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.591791246202192	0.591791246202192	0.00150836080937642	3.53535869947487	FALSE			6
ITGB7	ITGB7	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.590037767313046	0.590037767313046	0.00398897778938629	3.21464402042559	FALSE			6
SOD2	SOD2	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.589084513577934	0.589084513577934	0.00424903161743998	3.19350615673276	FALSE			6
PARP14	PARP14	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.584262248294749	0.584262248294749	0.000948863185715297	3.93466080625288	FALSE			6
COL4A2	COL4A2	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.568285164826561	0.568285164826561	0.000679201507791818	3.78399264272177	FALSE			6
ETFB	ETFB	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.566843034530294	-0.566843034530294	0.000125768738413001	4.27070281850444	FALSE			6
CALU	CALU	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.556127539451035	0.556127539451035	0.0047111988941559	3.37704116298162	FALSE			6
COX6A1	COX6A1	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.524710673669753	-0.524710673669753	1.13832182586949e-05	4.89842411590737	FALSE			6
RNF213	RNF213	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.517884355918251	0.517884355918251	0.000246468131082793	4.35809857240383	FALSE			6
NDUFA9	NDUFA9	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.512467634654675	-0.512467634654675	2.69287624589734e-05	4.67958155753099	FALSE			6
HERC6	HERC6	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.499296685309234	0.499296685309234	0.0484140616704365	2.40190472547883	FALSE			6
COX6C	COX6C	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.498138520383244	-0.498138520383244	2.25485843824311e-05	4.72583150491082	FALSE			6
SDHA	SDHA	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.491960793021779	-0.491960793021779	5.69853341026394e-05	4.48299349251074	FALSE			6
UQCRQ	UQCRQ	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.483947180153829	-0.483947180153829	1.57952565595117e-05	4.81608083759878	FALSE			6
ATP5MC1	ATP5MC1	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.461421900965766	-0.461421900965766	7.44069011854008e-05	4.41269559844989	FALSE			6
ZNFX1	ZNFX1	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.45745723802782	0.45745723802782	6.93636222861086e-05	4.74482108647792	FALSE			6
NDUFB2	NDUFB2	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.436146030898414	-0.436146030898414	1.28019508588498e-05	4.86927661798732	FALSE			6
SLC25A6	SLC25A6	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.434503425735334	-0.434503425735334	0.00174049740389647	3.72969244971575	FALSE			6
CD44	CD44	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.433852188023142	0.433852188023142	0.0330690399006347	2.58076044000216	FALSE			6
LYN	LYN	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	0.432019363277047	0.432019363277047	0.0243231113774407	2.71651916293863	FALSE			6
COX8A	COX8A	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.428861731679156	-0.428861731679156	5.83620200488167e-05	4.47607767742802	FALSE			6
ACVR1B	ACVR1B	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	0.421874580418293	0.421874580418293	0.00830203270633247	3.1581842102556	FALSE			6
GNAI3	GNAI3	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	0.418057987768083	0.418057987768083	0.000102334290465653	4.63364631169152	FALSE			6
AK1	AK1	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.416597470847025	-0.416597470847025	0.000919960610794208	3.69150612434341	FALSE			6
UQCR11	UQCR11	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.416009225461573	-0.416009225461573	0.000290922318166659	4.03406147029384	FALSE			6
RAF1	RAF1	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	0.413810157265602	0.413810157265602	8.52198431679373e-05	4.3762106659903	FALSE			6
MDH2	MDH2	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.40970873285613	-0.40970873285613	1.77401361058488e-05	4.78709853322858	FALSE			6
LIG1	LIG1	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.394395931366831	-0.394395931366831	1.9225800975159e-05	4.76658747644434	FALSE			6
CSF1	CSF1	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	0.384421231479567	0.384421231479567	0.010908521569305	2.85071207352619	FALSE			6
NDUFA1	NDUFA1	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.383333694524451	-0.383333694524451	0.000112603239354714	4.30067437585316	FALSE			6
NDUFB1	NDUFB1	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.383035800474241	-0.383035800474241	2.08886622942473e-05	4.74570101407877	FALSE			6
WARS1	WARS1	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.380777680270008	0.380777680270008	0.0425292192560864	2.43948723469203	FALSE			6
COPA	COPA	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.380634095891017	0.380634095891017	0.000285151900661802	4.31355087724057	FALSE			6
SPPL2A	SPPL2A	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.378393001018389	0.378393001018389	0.000340619772766742	4.25806291054002	FALSE			6
IL18BP	IL18BP	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.376217611974498	0.376217611974498	0.0103986336709722	2.86889753724427	FALSE			6
ATP2A2	ATP2A2	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	0.373930244937984	0.373930244937984	0.000202603172173897	4.13725151039771	FALSE			6
PMPCA	PMPCA	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.370148678500129	-0.370148678500129	0.000201863836062838	4.13833475031321	FALSE			6
GPI	GPI	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.36457179082167	-0.36457179082167	0.000685790973082296	3.78113296224674	FALSE			6
ADAR	ADAR	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.357793370871704	0.357793370871704	0.000195523237941034	4.43110032923818	FALSE			6
RFC2	RFC2	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.355498030853374	-0.355498030853374	4.02584987000196e-05	4.57494393465352	FALSE			6
HSD17B10	HSD17B10	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.337730390347011	-0.337730390347011	0.000174906392707513	4.17891244335273	FALSE			6
NME4	NME4	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.321891682920061	-0.321891682920061	0.00119754672702076	3.60896123272366	FALSE			6
POLR1D	POLR1D	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.321690900882023	-0.321690900882023	6.12367398838553e-05	4.46339367845566	FALSE			6
TDRD7	TDRD7	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.319159472966278	0.319159472966278	0.0135001243925865	2.95847673872597	FALSE			6
IFNAR1	IFNAR1	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	0.316143972101072	0.316143972101072	5.20203201745514e-05	4.73989351572352	FALSE			6
GTF2F1	GTF2F1	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.297725092124794	-0.297725092124794	2.07245705817702e-05	4.74779203408343	FALSE			6
SUPT5H	SUPT5H	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.296672451979618	-0.296672451979618	0.000513040070558949	3.86782993301701	FALSE			6
ISOC1	ISOC1	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.293589930795058	0.293589930795058	0.000133384433504632	4.25466046467438	FALSE			6
ELL	ELL	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.291111823991711	-0.291111823991711	0.00104209643799067	3.87517116162914	FALSE			6
IRF2	IRF2	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.289517295838439	0.289517295838439	0.0108271287954978	3.05364589926847	FALSE			6
NELFCD	NELFCD	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.289129698771605	-0.289129698771605	8.3937439363738e-05	4.38061138354789	FALSE			6
POLR3GL	POLR3GL	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.283442174164669	-0.283442174164669	0.000172745662865217	4.18247707946925	FALSE			6
IDH3B	IDH3B	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.276752043486463	-0.276752043486463	0.000303072307900471	4.02220875670515	FALSE			6
DUT	DUT	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.272551889060036	-0.272551889060036	0.000392257928313788	3.94670705716958	FALSE			6
ERCC1	ERCC1	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.269070211451083	-0.269070211451083	0.00164637926639811	3.50738934096632	FALSE			6
RIPK1	RIPK1	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.262017196256277	0.262017196256277	0.00231690397295994	3.63225793382206	FALSE			6
NOD1	NOD1	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.251802512727886	0.251802512727886	0.0117141809031252	2.82310843004617	FALSE			6
MRPS11	MRPS11	2	2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_low; high_vs_intermediate	0.240741352618055	-0.240741352618055	0.0010084417558126	3.66311356067935	FALSE			6
RAE1	RAE1	2	2	1	HALLMARK_DNA_REPAIR	high_vs_low; high_vs_intermediate	0.236269460964895	-0.236269460964895	0.0013536015314314	3.5700398342561	FALSE			6
CXCL8	CXCL8	2	1	2	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION; HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low	1.21600741191726	1.21600741191726	0.0217389497904763	2.76734277582771	FALSE			6
NRP1	NRP1	2	1	2	HALLMARK_KRAS_SIGNALING_UP; HALLMARK_UV_RESPONSE_DN	high_vs_intermediate	0.775451752302264	0.775451752302264	1.98815051201235e-08	6.34439181629489	FALSE			6
LPAR1	LPAR1	2	1	2	HALLMARK_INFLAMMATORY_RESPONSE; HALLMARK_UV_RESPONSE_DN	high_vs_intermediate	0.733505039366881	0.733505039366881	9.43840085162502e-06	4.94534310007988	FALSE			6
DKK1	DKK1	1	1	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low	1.77323498019806	1.77323498019806	0.0227511897950785	2.74744038158492	FALSE			6
EREG	EREG	1	1	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low	1.7017351390672	1.7017351390672	0.0237258874863756	2.7279440093294	FALSE			6
SLC28A2	SLC28A2	1	1	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low	1.63863793498472	1.63863793498472	0.0174926286307247	2.85884639625736	FALSE			6
CIDEA	CIDEA	1	1	1	HALLMARK_KRAS_SIGNALING_UP	high_vs_intermediate	1.62421090366463	1.62421090366463	0.00367586629831602	3.24276531069702	FALSE			6
P2RY14	P2RY14	1	1	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_intermediate	1.48815320447269	1.48815320447269	2.17140527176511e-09	6.80430117133623	FALSE			6
PTGFR	PTGFR	1	1	1	HALLMARK_UV_RESPONSE_DN	high_vs_intermediate	1.39616749787084	1.39616749787084	4.70927524960259e-09	6.64281155560028	FALSE			6
SLIT3	SLIT3	1	1	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_intermediate	1.31889941481591	1.31889941481591	6.35247769242603e-08	6.09669016877539	FALSE			6
ABCB1	ABCB1	1	1	1	HALLMARK_KRAS_SIGNALING_UP	high_vs_intermediate	1.31867160688911	1.31867160688911	8.86318464118811e-08	6.02423818825892	FALSE			6
TMEM100	TMEM100	1	1	1	HALLMARK_KRAS_SIGNALING_UP	high_vs_intermediate	1.31189344095405	1.31189344095405	4.16134246933965e-10	7.14219015225177	FALSE			6
SPON1	SPON1	1	1	1	HALLMARK_KRAS_SIGNALING_UP	high_vs_intermediate	1.3102408126509	1.3102408126509	1.50034672797563e-06	5.38922657404087	FALSE			6
CLEC4A	CLEC4A	1	1	1	HALLMARK_KRAS_SIGNALING_UP	high_vs_intermediate	1.25847124493593	1.25847124493593	6.69097077010444e-08	6.08503204633133	FALSE			6
IKZF1	IKZF1	1	1	1	HALLMARK_KRAS_SIGNALING_UP	high_vs_intermediate	1.25290942090431	1.25290942090431	1.33289639029228e-07	5.93410864886548	FALSE			6
IL33	IL33	1	1	1	HALLMARK_KRAS_SIGNALING_UP	high_vs_intermediate	1.23898961009723	1.23898961009723	3.08387748948826e-07	5.74985947152284	FALSE			6
DOCK2	DOCK2	1	1	1	HALLMARK_KRAS_SIGNALING_UP	high_vs_intermediate	1.16654398671844	1.16654398671844	9.71331980003288e-08	6.00357480579491	FALSE			6
AKAP12	AKAP12	1	1	1	HALLMARK_KRAS_SIGNALING_UP	high_vs_intermediate	1.158496902583	1.158496902583	2.20135710890067e-07	5.824512409691	FALSE			6
EFEMP1	EFEMP1	1	1	1	HALLMARK_UV_RESPONSE_DN	high_vs_intermediate	1.15240409818825	1.15240409818825	1.83298569376683e-06	5.34250433593493	FALSE			6
SPARCL1	SPARCL1	1	1	1	HALLMARK_KRAS_SIGNALING_UP	high_vs_intermediate	1.14156526905421	1.14156526905421	2.79535489059248e-09	6.75175223890616	FALSE			6
CELF2	CELF2	1	1	1	HALLMARK_UV_RESPONSE_DN	high_vs_intermediate	1.12869267833679	1.12869267833679	8.42361340199087e-09	6.52287682517481	FALSE			6
PRKAR2B	PRKAR2B	1	1	1	HALLMARK_UV_RESPONSE_DN	high_vs_intermediate	1.08125148208809	1.08125148208809	3.2779570699246e-09	6.71886652642916	FALSE			6
MAP1B	MAP1B	1	1	1	HALLMARK_UV_RESPONSE_DN	high_vs_intermediate	1.07515573275737	1.07515573275737	3.7992868897089e-08	6.20650305520413	FALSE			6
CDON	CDON	1	1	1	HALLMARK_UV_RESPONSE_DN	high_vs_intermediate	1.06718728505152	1.06718728505152	3.34752980868852e-08	6.23321529374715	FALSE			6
HSD11B1	HSD11B1	1	1	1	HALLMARK_KRAS_SIGNALING_UP	high_vs_intermediate	1.06584455533062	1.06584455533062	6.95562256049109e-06	5.02095616796743	FALSE			6
PDCD1LG2	PDCD1LG2	1	1	1	HALLMARK_KRAS_SIGNALING_UP	high_vs_intermediate	1.05763766741671	1.05763766741671	3.32769864533091e-07	5.73290835254995	FALSE			6
NR3C1	NR3C1	1	1	1	HALLMARK_UV_RESPONSE_DN	high_vs_intermediate	0.864616403006591	0.864616403006591	9.20179217968987e-11	7.43965368430384	FALSE			6
MRPS12	MRPS12	1	1	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	high_vs_intermediate	0.794213983722218	-0.794213983722218	5.25895851633074e-11	7.54630248374951	FALSE			6
ATRX	ATRX	1	1	1	HALLMARK_UV_RESPONSE_DN	high_vs_intermediate	0.762913610095207	0.762913610095207	1.63551642534287e-13	8.65166800402318	FALSE			6
TOGARAM1	TOGARAM1	1	1	1	HALLMARK_UV_RESPONSE_DN	high_vs_intermediate	0.596620019533194	0.596620019533194	1.2970914811293e-12	8.26278364645038	FALSE			6
CCSER2	CCSER2	1	1	1	HALLMARK_KRAS_SIGNALING_UP	high_vs_intermediate	0.592886556255076	0.592886556255076	5.32177061741256e-15	9.29485313017798	FALSE			6
SCAF8	SCAF8	1	1	1	HALLMARK_UV_RESPONSE_DN	high_vs_intermediate	0.548647015377584	0.548647015377584	5.38904801647414e-14	8.85538727523298	FALSE			6
DCBLD2	DCBLD2	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	0.67303239208394	0.67303239208394	0.0692325165045279	2.22110928351331	FALSE			5
CSF3R	CSF3R	2	2	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low; high_vs_intermediate	0.643409299217762	0.643409299217762	0.0558516064677944	2.16840677888026	FALSE			5
MYL9	MYL9	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.479578060689233	0.479578060689233	0.0722550953857651	2.04430408142763	FALSE			5
CD74	CD74	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.427694484022702	0.427694484022702	0.101368197884884	2.01830512339024	FALSE			5
THY1	THY1	2	2	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low; high_vs_intermediate	0.405653168634118	0.405653168634118	0.0664042661615825	2.08544817906661	FALSE			5
MTHFD2	MTHFD2	2	2	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low; high_vs_intermediate	0.298872407434221	0.298872407434221	0.0811019911442302	1.99638859185579	FALSE			5
IL15	IL15	3	1	3	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION; HALLMARK_INFLAMMATORY_RESPONSE; HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low	0.296914290169203	0.296914290169203	0.106825262289306	1.98840428631547	FALSE			5
CD69	CD69	2	1	2	HALLMARK_INFLAMMATORY_RESPONSE; HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_intermediate	0.999093807371131	0.999093807371131	0.000160317197514987	4.20357540455025	FALSE			5
RGS4	RGS4	2	1	2	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION; HALLMARK_UV_RESPONSE_DN	high_vs_intermediate	0.945492629855453	0.945492629855453	0.000177426245655184	4.17480626092079	FALSE			5
RTP4	RTP4	2	1	2	HALLMARK_INFLAMMATORY_RESPONSE; HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low	0.690516211009889	0.690516211009889	0.0147159613801857	2.93043876742869	FALSE			5
SERPINE1	SERPINE1	2	1	2	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION; HALLMARK_INFLAMMATORY_RESPONSE	high_vs_intermediate	0.689593052954983	0.689593052954983	0.0176613168867928	2.66290434410507	FALSE			5
PLAUR	PLAUR	2	1	2	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION; HALLMARK_INFLAMMATORY_RESPONSE	high_vs_low	0.684460894924806	0.684460894924806	0.0362057361709379	2.54095524052805	FALSE			5
TNFSF10	TNFSF10	2	1	2	HALLMARK_INFLAMMATORY_RESPONSE; HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low	0.659017814191894	0.659017814191894	0.00255498935953188	3.59844230909869	FALSE			5
NMI	NMI	2	1	2	HALLMARK_INFLAMMATORY_RESPONSE; HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low	0.64799622257417	0.64799622257417	0.000121115079386776	4.57829533069303	FALSE			5
CCL2	CCL2	2	1	2	HALLMARK_INFLAMMATORY_RESPONSE; HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_intermediate	0.645411507583299	0.645411507583299	0.0150909527242853	2.72510925516002	FALSE			5
RIPK2	RIPK2	2	1	2	HALLMARK_INFLAMMATORY_RESPONSE; HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low	0.542878417503714	0.542878417503714	0.00872068135957779	3.13896544580096	FALSE			5
IL15RA	IL15RA	2	1	2	HALLMARK_INFLAMMATORY_RESPONSE; HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low	0.502523377276074	0.502523377276074	0.0128782108088967	2.98497151573417	FALSE			5
COL11A1	COL11A1	1	1	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low	1.54677698555122	1.54677698555122	0.0605392225185578	2.29138621583105	FALSE			5
MMP1	MMP1	1	1	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_low	1.4936377280597	1.4936377280597	0.0378803932322715	2.51937796417331	FALSE			5
SFRP1	SFRP1	1	1	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_intermediate	1.48534957316721	1.48534957316721	3.21677118190051e-05	4.63281250834108	FALSE			5
SELE	SELE	1	1	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_intermediate	1.45342231200649	1.45342231200649	9.2217613322849e-05	4.35507157243145	FALSE			5
PTX3	PTX3	1	1	1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	high_vs_intermediate	1.36432272234797	1.36432272234797	0.000284593116681894	4.04027331282953	FALSE			5
IFI44L	IFI44L	1	1	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low	1.32247108743645	1.32247108743645	0.00566655801952383	3.30634759896616	FALSE			5
OASL	OASL	1	1	1	HALLMARK_INTERFERON_GAMMA_RESPONSE	high_vs_low	1.31445257581432	1.31445257581432	0.0101602125087398	3.07765948387763	FALSE			5
SLC1A2	SLC1A2	1	1	1	HALLMARK_INFLAMMATORY_RESPONSE	high_vs_intermediate	1.30574436922208	1.30574436922208	0.000174360292595991	4.17994651405173	FALSE			5
