gene_symbol_std	contrast	pathway_id	pathway_label	NES	p_adjust	gene_symbol_raw	gene_symbol_raw_deg	logFC	adj.P.Val	t	gene_symbol	direction	abs_logFC
NID2	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	NID2	NID2	1.01035949818702	6.76862444485602e-07	5.57263156206302	NID2	positive_pathway	1.01035949818702
IL6	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	IL6	IL6	1.00429473599112	0.00822585234489427	2.95678063854485	IL6	positive_pathway	1.00429473599112
FBLN1	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	FBLN1	FBLN1	0.978851251563698	0.000373962061090561	3.96073452162416	FBLN1	positive_pathway	0.978851251563698
FAP	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	FAP	FAP	0.945875004544447	0.000774422687263119	3.74453654274802	FAP	positive_pathway	0.945875004544447
RGS4	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	RGS4	RGS4	0.945492629855453	0.000177426245655184	4.17480626092079	RGS4	positive_pathway	0.945492629855453
LUM	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	LUM	LUM	0.921809057086918	0.000606887789609805	3.81785379856334	LUM	positive_pathway	0.921809057086918
ADAM12	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	ADAM12	ADAM12	0.919222797702377	0.00702161514772711	3.01541516563764	ADAM12	positive_pathway	0.919222797702377
ANPEP	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	ANPEP	ANPEP	0.893290740788607	0.0175378119641124	2.66563684524567	ANPEP	positive_pathway	0.893290740788607
COL3A1	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	COL3A1	COL3A1	0.884631572340119	0.00451163094170796	3.17254591999561	COL3A1	positive_pathway	0.884631572340119
LOX	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	LOX	LOX	0.879490759186274	0.000353867063689585	3.97671036093976	LOX	positive_pathway	0.879490759186274
CADM1	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	CADM1	CADM1	0.872436941962252	4.97210452352162e-06	5.10326154764782	CADM1	positive_pathway	0.872436941962252
COL4A1	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	COL4A1	COL4A1	0.867576811946583	1.94997188101267e-06	5.32803793447912	COL4A1	positive_pathway	0.867576811946583
FSTL1	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	FSTL1	FSTL1	0.858138654633105	1.74268438680361e-05	4.79182437775456	FSTL1	positive_pathway	0.858138654633105
SPOCK1	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	SPOCK1	SPOCK1	0.856920774468993	0.000982628574595843	3.6715427181558	SPOCK1	positive_pathway	0.856920774468993
MMP3	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	MMP3	MMP3	0.856018302996687	0.0288437771177673	2.46091729989547	MMP3	positive_pathway	0.856018302996687
NOTCH2	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	NOTCH2	NOTCH2	0.845792831872925	6.1643696251667e-06	5.05027564108496	NOTCH2	positive_pathway	0.845792831872925
CCN2	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	CCN2	CCN2	0.838553283693147	0.000679407328206532	3.78383624171756	CCN2	positive_pathway	0.838553283693147
EDIL3	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	EDIL3	EDIL3	0.835136579564778	0.00011192976048267	4.30231252784952	EDIL3	positive_pathway	0.835136579564778
MATN3	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	MATN3	MATN3	0.835044865824272	0.0111684747834395	2.84146801056038	MATN3	positive_pathway	0.835044865824272
COL5A2	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	COL5A2	COL5A2	0.832759482928983	0.00286201924178628	3.32727786430327	COL5A2	positive_pathway	0.832759482928983
MFAP5	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	MFAP5	MFAP5	0.831570501912328	0.0212517099454942	2.58784082074756	MFAP5	positive_pathway	0.831570501912328
GLIPR1	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	GLIPR1	GLIPR1	0.829065286655642	4.31954003112678e-06	5.13796577369154	GLIPR1	positive_pathway	0.829065286655642
ACTA2	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	ACTA2	ACTA2	0.828205641249721	0.000577698107048235	3.83266752831804	ACTA2	positive_pathway	0.828205641249721
PRRX1	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	PRRX1	PRRX1	0.821308203583779	0.00221375700959646	3.41228817472507	PRRX1	positive_pathway	0.821308203583779
ITGB1	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	ITGB1	ITGB1	0.820757778538312	1.99603083983773e-06	5.32251979777059	ITGB1	positive_pathway	0.820757778538312
MGP	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	MGP	MGP	0.804419953915053	0.000905078638016447	3.69652369929072	MGP	positive_pathway	0.804419953915053
ELN	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	ELN	ELN	0.798412202343377	0.000774749762947904	3.74434770180736	ELN	positive_pathway	0.798412202343377
GEM	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	GEM	GEM	0.797655174013094	0.000159083078493936	4.20562281315023	GEM	positive_pathway	0.797655174013094
TFPI2	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	TFPI2	TFPI2	0.797100917010211	0.0270722175548299	2.48752039998575	TFPI2	positive_pathway	0.797100917010211
COL12A1	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	COL12A1	COL12A1	0.79665008297794	0.0118005879598263	2.82000319513454	COL12A1	positive_pathway	0.79665008297794
CDH11	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	CDH11	CDH11	0.780844957098333	0.00548279986287394	3.10496442495015	CDH11	positive_pathway	0.780844957098333
TIMP3	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	TIMP3	TIMP3	0.768491221447478	0.000386639677696518	3.95085411706813	TIMP3	positive_pathway	0.768491221447478
ITGAV	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	ITGAV	ITGAV	0.75801298135536	4.96848027890859e-07	5.64193047771248	ITGAV	positive_pathway	0.75801298135536
WIPF1	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	WIPF1	WIPF1	0.752523548059598	6.24176436547082e-06	5.04728248860897	WIPF1	positive_pathway	0.752523548059598
CDH6	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	CDH6	CDH6	0.743534887449192	4.41916625867189e-05	4.55093518742251	CDH6	positive_pathway	0.743534887449192
POSTN	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	POSTN	POSTN	0.724930700488486	0.0360934662862449	2.36425682075809	POSTN	positive_pathway	0.724930700488486
GJA1	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	GJA1	GJA1	0.724587385662374	4.55347721706044e-05	4.54294097191787	GJA1	positive_pathway	0.724587385662374
FN1	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	FN1	FN1	0.712827851475108	0.0317550999328903	2.42017676915156	FN1	positive_pathway	0.712827851475108
MMP2	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	MMP2	MMP2	0.70760100446388	0.0219755608489877	2.57413736353568	MMP2	positive_pathway	0.70760100446388
SERPINE1	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	SERPINE1	SERPINE1	0.689593052954983	0.0176613168867928	2.66290434410507	SERPINE1	positive_pathway	0.689593052954983
CAP2	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	CAP2	CAP2	0.687091902535787	4.03201146225266e-06	5.15436949446827	CAP2	positive_pathway	0.687091902535787
SERPINE2	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	SERPINE2	SERPINE2	0.678459775598608	0.00256097908641479	3.36385213121576	SERPINE2	positive_pathway	0.678459775598608
VCAM1	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	VCAM1	VCAM1	0.667599943398775	0.00878376981840315	2.93260191028219	VCAM1	positive_pathway	0.667599943398775
MAGEE1	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	MAGEE1	MAGEE1	0.666734775233741	0.000878157987859879	3.70603270738681	MAGEE1	positive_pathway	0.666734775233741
LRP1	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	LRP1	LRP1	0.665402345209079	2.54934238698419e-05	4.69398793459001	LRP1	positive_pathway	0.665402345209079
COL1A2	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	COL1A2	COL1A2	0.660463736226104	0.0274623918301588	2.48149329485851	COL1A2	positive_pathway	0.660463736226104
WNT5A	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	WNT5A	WNT5A	0.659311714899629	0.00513442864117941	3.12759972060231	WNT5A	positive_pathway	0.659311714899629
PDGFRB	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	PDGFRB	PDGFRB	0.656741230447341	0.000440295364284308	3.91301902583145	PDGFRB	positive_pathway	0.656741230447341
TNC	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	TNC	TNC	0.65533919824206	0.0320601492824708	2.41601801501504	TNC	positive_pathway	0.65533919824206
SPARC	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	SPARC	SPARC	0.646831492923097	0.00434924801716098	3.18560154069188	SPARC	positive_pathway	0.646831492923097
TNFAIP3	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	TNFAIP3	TNFAIP3	0.634989189536515	0.000328854544305771	3.99755327727133	TNFAIP3	positive_pathway	0.634989189536515
MXRA5	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	MXRA5	MXRA5	0.625638484292293	0.0544971999373385	2.17969739059088	MXRA5	positive_pathway	0.625638484292293
GAS1	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	GAS1	GAS1	0.621001259258906	0.0382777226833324	2.3385106348263	GAS1	positive_pathway	0.621001259258906
PLOD2	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	PLOD2	PLOD2	0.610967323263346	0.00384043375424665	3.22738032499368	PLOD2	positive_pathway	0.610967323263346
LAMC1	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	LAMC1	LAMC1	0.603878647227218	4.4242151399117e-06	5.13205498815086	LAMC1	positive_pathway	0.603878647227218
TAGLN	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	TAGLN	TAGLN	0.603273983369428	0.0130702620271922	2.78131883276527	TAGLN	positive_pathway	0.603273983369428
MATN2	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	MATN2	MATN2	0.591791246202192	0.00150836080937642	3.53535869947487	MATN2	positive_pathway	0.591791246202192
DPYSL3	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	DPYSL3	DPYSL3	0.590739201855312	0.00422577425134067	3.19528387211201	DPYSL3	positive_pathway	0.590739201855312
DAB2	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	DAB2	DAB2	0.587755559733725	7.70950897385841e-05	4.40343603307932	DAB2	positive_pathway	0.587755559733725
DST	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	DST	DST	0.581752018262564	5.02312713335618e-07	5.63950886234919	DST	positive_pathway	0.581752018262564
TNFRSF11B	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	TNFRSF11B	TNFRSF11B	0.568790837960025	0.0612914817163772	2.12423201835016	TNFRSF11B	positive_pathway	0.568790837960025
COL4A2	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	COL4A2	COL4A2	0.568285164826561	0.000679201507791818	3.78399264272177	COL4A2	positive_pathway	0.568285164826561
FBLN2	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	FBLN2	FBLN2	0.555479433637249	0.0327389815919309	2.40683976143772	FBLN2	positive_pathway	0.555479433637249
NTM	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	NTM	NTM	0.543409671688107	0.0251793699094853	2.51786952729092	NTM	positive_pathway	0.543409671688107
FLNA	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	FLNA	FLNA	0.517619403133871	0.0182502016805081	2.64993336940218	FLNA	positive_pathway	0.517619403133871
PFN2	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	PFN2	PFN2	0.492658402243962	0.00418891710308312	3.19822815193436	PFN2	positive_pathway	0.492658402243962
SNAI2	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	SNAI2	SNAI2	0.490117814516038	0.0483575130427974	2.23418745643447	SNAI2	positive_pathway	0.490117814516038
CCN1	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	CCN1	CCN1	0.489646898014295	0.0828325295349939	1.97666540834503	CCN1	positive_pathway	0.489646898014295
FMOD	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	FMOD	FMOD	0.489023116206136	0.0143185590242548	2.74536930574206	FMOD	positive_pathway	0.489023116206136
PMP22	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	PMP22	PMP22	0.485085943880963	0.00934425952729422	2.90950867298406	PMP22	positive_pathway	0.485085943880963
ITGA2	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	ITGA2	ITGA2	0.475390170641356	0.0421025923203203	2.29622690202785	ITGA2	positive_pathway	0.475390170641356
SGCB	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	SGCB	SGCB	0.465552053490126	1.73183068502537e-06	5.35581742924266	SGCB	positive_pathway	0.465552053490126
BASP1	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	BASP1	BASP1	0.450781495286412	0.0259486123997261	2.50522390485128	BASP1	positive_pathway	0.450781495286412
CALU	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	CALU	CALU	0.418461641786347	0.00471587165231447	3.1571801945521	CALU	positive_pathway	0.418461641786347
MYL9	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	MYL9	MYL9	0.39164472102885	0.0722550953857651	2.04430408142763	MYL9	positive_pathway	0.39164472102885
THY1	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	THY1	THY1	0.380584420416128	0.0664042661615825	2.08544817906661	THY1	positive_pathway	0.380584420416128
ITGB3	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	ITGB3	ITGB3	0.377832933238416	0.0401988427398091	2.31695594608387	ITGB3	positive_pathway	0.377832933238416
TPM1	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	TPM1	TPM1	0.340938129112335	0.0554078951035882	2.1719966712239	TPM1	positive_pathway	0.340938129112335
CD44	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	CD44	CD44	0.286706989404177	0.0623701864445599	2.11583904232815	CD44	positive_pathway	0.286706989404177
ID2	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	ID2	ID2	0.254366608682489	0.0149700777489652	2.72835293106527	ID2	positive_pathway	0.254366608682489
FAS	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	FAS	FAS	0.236684186876799	0.077729139331532	2.00846124232106	FAS	positive_pathway	0.236684186876799
COPA	high_vs_intermediate	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.39233649793929	6.5199304326753e-13	COPA	COPA	0.174895488957748	0.0286506319554633	2.46388018910166	COPA	positive_pathway	0.174895488957748
VIP	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	VIP	VIP	1.93641176413319	3.85708625683296e-06	5.16548815224577	VIP	positive_pathway	1.93641176413319
KCNA3	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	KCNA3	KCNA3	1.62782861915125	7.60907635649338e-10	7.01806147846338	KCNA3	positive_pathway	1.62782861915125
IL7R	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	IL7R	IL7R	1.47965306152622	3.07826623648166e-07	5.75036454961142	IL7R	positive_pathway	1.47965306152622
P2RX7	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	P2RX7	P2RX7	1.45372133458263	3.31657401217962e-14	8.94576784277884	P2RX7	positive_pathway	1.45372133458263
SELE	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	SELE	SELE	1.45342231200649	9.2217613322849e-05	4.35507157243145	SELE	positive_pathway	1.45342231200649
CXCL9	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	CXCL9	CXCL9	1.38909427476874	1.59258394474285e-05	4.81417195105225	CXCL9	positive_pathway	1.38909427476874
SLC1A2	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	SLC1A2	SLC1A2	1.30574436922208	0.000174360292595991	4.17994651405173	SLC1A2	positive_pathway	1.30574436922208
