item	value
"download_plan_loaded"	TRUE
"file_scan_written"	TRUE
"file_audit_result_written"	TRUE
"sample_inclusion_audit_written"	TRUE
"ready_for_manual_file_review"	TRUE
"ready_for_sample_level_inclusion_decision"	TRUE
